,금융회사,상품명,세전이자율,세후이자율,세후이자(예시),최고우대금리,이자계산방식,기간,비교 공시일,담당부서 및 연락처,우대조건,가입대상.1,가입방법,만기후 이자율,기타유의사항,등급,cluster_km,우대사항정리,급여이체,마케팅동의,자동이체,카드실적,최초거래,주택청약,비대면,영업점,해당은행,이체횟수,만기,변동금리,이벤트,기타,나이,환경,신혼,반려인,직장인,여행
172,유안타저축은행,정기예금,3.45%,2.92%,"875,610",3.45%,단리,36개월,2023-10-25,"경영지원팀, 02-6022-3745",없음,제한없음,영업점,"만기후 1개월이하:
약정금리와 현행금리 중 낮은 금리
만기후 1개월초과:
현행 보통예금금리",없음,2,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
173,유안타저축은행,정기예금,3.45%,2.92%,"921,134",3.45%,복리,36개월,2023-10-25,"경영지원팀, 02-6022-3745",없음,제한없음,영업점,"만기후 1개월이하:
약정금리와 현행금리 중 낮은 금리
만기후 1개월초과:
현행 보통예금금리",없음,2,5,우대사항없음,,,,,,,,,,,,,,,,,,,,
174,유안타저축은행,e-정기예금,3.45%,2.92%,"875,610",3.45%,단리,36개월,2023-10-25,"경영지원팀, 02-6022-3745",없음,제한없음,온라인,"만기후 1개월이하:
약정금리와 현행금리 중 낮은 금리
만기후 1개월초과:
현행 보통예금금리",없음,2,6,우대사항없음,,,,,,,,,,,,,,,,,,,,
175,유안타저축은행,e-정기예금,3.45%,2.92%,"921,134",3.45%,복리,36개월,2023-10-25,"경영지원팀, 02-6022-3745",없음,제한없음,온라인,"만기후 1개월이하:
약정금리와 현행금리 중 낮은 금리
만기후 1개월초과:
현행 보통예금금리",없음,2,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
176,유안타저축은행,SB톡톡 정기예금 (비대면),3.45%,2.92%,"875,610",3.45%,단리,36개월,2023-10-25,"경영지원팀, 02-6022-3745",없음,제한없음,온라인,"만기후 1개월이하:
약정금리와 현행금리 중 낮은 금리
만기후 1개월초과:
현행 보통예금금리",없음,2,6,우대사항없음,,,,,,,,,,,,,,,,,,,,
177,유안타저축은행,SB톡톡 정기예금 (비대면),3.45%,2.92%,"921,134",3.45%,복리,36개월,2023-10-25,"경영지원팀, 02-6022-3745",없음,제한없음,온라인,"만기후 1개월이하:
약정금리와 현행금리 중 낮은 금리
만기후 1개월초과:
현행 보통예금금리",없음,2,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
178,우리은행,WON플러스예금,3.43%,2.90%,"870,540",3.43%,단리,36개월,2023-10-20,"개인고객부, 1588-5000 부동산금융부, 1588-5000",해당사항 없음,실명의 개인,온라인,"만기 후
- 1개월이내 : 만기시점약정이율×50%
- 1개월초과 6개월이내: 만기시점약정이율×30%
- 6개월초과 : 만기시점약정이율×20%

※ 만기시점 약정이율 : 일반정기예금 금리","- 가입기간: 1~36개월
- 최소가입금액: 1만원 이상
- 만기일을 일,월 단위로 자유롭게 선택 가능
- 만기해지 시 신규일 당시 영업점과 인터넷 홈페이지에 고시된 계약기간별 금리 적용",1,8,우대사항없음,,,,,,,,,,,,,,,,,,,,
179,금화저축은행,비대면-정기예금,3.40%,2.88%,"862,920",3.40%,단리,36개월,2023-11-10,"경영지원팀,032-452-6043",-,비대면 어플사용자,온라인,"- 만기 후 1개월 이내 : 약정금리
- 만기 후 1개월 초과 : 보통예금 이율",스마트폰으로 비대면어플 사용자만 신규가능,1,3,우대사항없음,,,,,,,,,,,,,,,,,,,,
180,금화저축은행,비대면-정기예금,3.40%,2.88%,"907,113",3.40%,복리,36개월,2023-11-10,"경영지원팀,032-452-6043",-,비대면 어플사용자,온라인,"- 만기 후 1개월 이내 : 약정금리
- 만기 후 1개월 초과 : 보통예금 이율",스마트폰으로 비대면어플 사용자만 신규가능,1,9,우대사항없음,,,,,,,,,,,,,,,,,,,,
181,금화저축은행,정기예금,3.40%,2.88%,"862,920",3.40%,단리,36개월,2023-11-10,"경영지원팀,032-452-6043",창구전용상품,제한없음,영업점,"- 만기 후 1개월 이내 : 약정금리
- 만기 후 1개월 초과 : 보통예금 이율",없음,1,7,우대사항없음,,,,,,,,,,,,,,,,,,,,
182,금화저축은행,정기예금,3.40%,2.88%,"907,113",3.40%,복리,36개월,2023-11-10,"경영지원팀,032-452-6043",창구전용상품,제한없음,영업점,"- 만기 후 1개월 이내 : 약정금리
- 만기 후 1개월 초과 : 보통예금 이율",없음,1,4,우대사항없음,,,,,,,,,,,,,,,,,,,,
183,금화저축은행,e-정기예금,3.40%,2.88%,"907,113",3.40%,복리,36개월,2023-11-10,"경영지원팀,032-452-6043",-,인터넷 및 모바일뱅킹 사용자,온라인,"- 만기 후 1개월 이내 : 약정금리
- 만기 후 1개월 초과 : 보통예금 이율",없음,1,9,우대사항없음,,,,,,,,,,,,,,,,,,,,
184,금화저축은행,e-정기예금,3.40%,2.88%,"862,920",3.40%,단리,36개월,2023-11-10,"경영지원팀,032-452-6043",-,인터넷 및 모바일뱅킹 사용자,온라인,"- 만기 후 1개월 이내 : 약정금리
- 만기 후 1개월 초과 : 보통예금 이율",없음,1,3,우대사항없음,,,,,,,,,,,,,,,,,,,,
185,농협은행주식회사,NH내가Green초록세상예금,3.40%,2.88%,"862,920",3.80%,단리,36개월,2023-11-14,"마케팅지원부, 02-2080-7799(여신), 7776(수신)","※ 우대금리 최대한도 : 0.4%p(연%, 세전) 1. 온실가스 줄이기 실천서약서 동의 : 0.1%p 2. 통장미발급 : 0.1%p 3. 손하나로인증 서비스 등록 : 0.1%p 4. NH내가Green초록세상적금 동시 보유 : 0.1%p",개인,모두가능,"만기 후 3개월 : 기본금리의 50%
만기 후 6개월 : 기본금리의 20%
만기 후  6개월 초과 : 기본금리의 10%

* 기본금리 : 만기시점의 일반정기예금 계약기간별 금리","1. 300만원이상 가입
2. 온실가스 줄이기 실천서약서 동의시 가입가능
3. 신규가입 계좌당 2천원씩 녹색환경기금 적립
※ 자세한 사항은 상품설명서 참조",1,8,"* 환경 : 0.2% [온실가스 줄이기 실천서약서 동의 : 0.1%, 통장미발급 : 0.1%]
* 해당은행 : 0.1% [손하나로인증 서비스 등록 시, NH내가Green초록세상적금 동시 보유 시 0.1% 가산 가능]",,,,,,,,,0.1%,,,,,,,0.2%,,,,
186,농협은행주식회사,NH올원e예금,3.40%,2.88%,"862,920",3.40%,단리,36개월,2023-11-14,"마케팅지원부, 02-2080-7799(여신), 7776(수신)","12개월 가입 시, 특별우대금리 0.1%p",개인,온라인,"만기 후 3개월 : 기본금리의 50%
만기 후 6개월 : 기본금리의 20%
만기 후  6개월 초과 : 기본금리의 10%

* 기본금리 : 만기시점의 큰만족실세예금 계약기간별 금리",1. 10만원 이상 10억원 이내 가입,1,8,우대사항없음,,,,,,,,,,,,,,,,,,,,
187,대신저축은행,정기예금,3.40%,2.88%,"907,113",3.40%,복리,36개월,2023-11-13,경영지원부 1644-5600,없음,모든고객,모두가능,"* 만기후 1개월 이내 : 당초 약정이율과 만기시점 해당상품 신규 약정이율 중 낮은이율
* 만기후 1개월 초과: 만기시점 보통예금 이율 (현재 0.1%)",없음,4,9,우대사항없음,,,,,,,,,,,,,,,,,,,,
188,대신저축은행,정기예금,3.40%,2.88%,"862,920",3.40%,단리,36개월,2023-11-13,경영지원부 1644-5600,없음,모든고객,모두가능,"* 만기후 1개월 이내 : 당초 약정이율과 만기시점 해당상품 신규 약정이율 중 낮은이율
* 만기후 1개월 초과: 만기시점 보통예금 이율 (현재 0.1%)",없음,4,3,우대사항없음,,,,,,,,,,,,,,,,,,,,
189,스카이저축은행,정기예금,3.40%,2.88%,"907,113",3.40%,복리,36개월,2023-11-01,"영업부, 02-3485-4196",없음,제한없음,영업점,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,최소금액:10만원이상,2,5,우대사항없음,,,,,,,,,,,,,,,,,,,,
190,스카이저축은행,정기예금,3.40%,2.88%,"862,920",3.40%,단리,36개월,2023-11-01,"영업부, 02-3485-4196",없음,제한없음,영업점,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,최소금액:10만원이상,2,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
191,주식회사 케이뱅크,코드K 정기예금,3.40%,2.88%,"862,920",3.40%,단리,36개월,2023-10-20,"수신팀, 02-3210-7312",우대조건 없음,만 17세 이상 실명의 개인 및 개인사업자,온라인,"만기 후 
- 1개월 이내 : 만기시점 기본금리 X 50%
- 1개월 초과~6개월 이내 : 만기시점 기본금리 X 30%
- 6개월 초과 : 연 0.20%","가입금액 : 1백만원 이상
가입기간 : 1개월~36개월",2,8,우대사항없음,,,,,,,,,,,,,,,,,,,,
192,키움예스저축은행,"e-정기예금(인터넷뱅킹, 스마트뱅킹)",3.40%,2.88%,"862,920",3.40%,단리,36개월,2023-10-24,"회계팀, 0261811586",-,제한없음,온라인,"*만기후 1개월 이내 : 당초 약정금리 또는 만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은 이율
*만기후 1개월 초과 : 만기시점 보통예금 이율",-,4,6,우대사항없음,,,,,,,,,,,,,,,,,,,,
193,키움예스저축은행,"e-정기예금(인터넷뱅킹, 스마트뱅킹)",3.40%,2.88%,"907,113",3.40%,복리,36개월,2023-10-24,"회계팀, 0261811586",-,제한없음,온라인,"*만기후 1개월 이내 : 당초 약정금리 또는 만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은 이율
*만기후 1개월 초과 : 만기시점 보통예금 이율",-,4,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
194,키움예스저축은행,SB톡톡 정기예금(비대면),3.40%,2.88%,"907,113",3.40%,복리,36개월,2023-10-24,"회계팀, 0261811586",-,제한없음,온라인,"*만기후 1개월 이내 : 당초 약정금리 또는 만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은 이율
*만기후 1개월 초과 : 만기시점 보통예금 이율",-,4,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
195,키움예스저축은행,SB톡톡 정기예금(비대면),3.40%,2.88%,"862,920",3.40%,단리,36개월,2023-10-24,"회계팀, 0261811586",-,제한없음,온라인,"*만기후 1개월 이내 : 당초 약정금리 또는 만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은 이율
*만기후 1개월 초과 : 만기시점 보통예금 이율",-,4,6,우대사항없음,,,,,,,,,,,,,,,,,,,,
196,HB저축은행,스마트정기예금,3.40%,2.88%,"862,920",3.40%,단리,36개월,2023-11-03,영업 18338889,해당사항없음,제한없음,온라인,"- 만기 후 1개월 이하: 당초 약정금리와 만기시동일상품 동일계약기간의 고시금리중 낮은 금리 
- 만기 후 1개월 초과: 보통예금 금리",스마트폰가입 전용상품,4,6,우대사항없음,,,,,,,,,,,,,,,,,,,,
197,HB저축은행,스마트정기예금,3.40%,2.88%,"907,113",3.40%,복리,36개월,2023-11-03,영업 18338889,해당사항없음,제한없음,온라인,"- 만기 후 1개월 이하: 당초 약정금리와 만기시동일상품 동일계약기간의 고시금리중 낮은 금리 
- 만기 후 1개월 초과: 보통예금 금리",스마트폰가입 전용상품,4,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
198,HB저축은행,정기예금,3.40%,2.88%,"907,113",3.40%,복리,36개월,2023-11-03,영업 18338889,해당사항없음,제한없음,영업점,"- 만기 후 1개월 이하: 당초 약정금리와 만기시동일상품 동일계약기간의 고시금리중 낮은 금리 
- 만기 후 1개월 초과: 보통예금 금리",영업점 가입 전용상품,4,5,우대사항없음,,,,,,,,,,,,,,,,,,,,
199,HB저축은행,정기예금,3.40%,2.88%,"862,920",3.40%,단리,36개월,2023-11-03,영업 18338889,해당사항없음,제한없음,영업점,"- 만기 후 1개월 이하: 당초 약정금리와 만기시동일상품 동일계약기간의 고시금리중 낮은 금리 
- 만기 후 1개월 초과: 보통예금 금리",영업점 가입 전용상품,4,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
200,HB저축은행,e-정기예금,3.40%,2.88%,"862,920",3.40%,단리,36개월,2023-11-03,영업 18338889,해당사항없음,제한없음,온라인,"- 만기 후 1개월 이하: 당초 약정금리와 만기시동일상품 동일계약기간의 고시금리중 낮은 금리 
- 만기 후 1개월 초과: 보통예금 금리",인터넷가입 전용상품,4,6,우대사항없음,,,,,,,,,,,,,,,,,,,,
201,HB저축은행,e-정기예금,3.40%,2.88%,"907,113",3.40%,복리,36개월,2023-11-03,영업 18338889,해당사항없음,제한없음,온라인,"- 만기 후 1개월 이하: 당초 약정금리와 만기시동일상품 동일계약기간의 고시금리중 낮은 금리 
- 만기 후 1개월 초과: 보통예금 금리",인터넷가입 전용상품,4,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
202,평택상호저축은행,정기예금(모뱅),3.35%,2.83%,"893,112",3.35%,복리,36개월,2023-03-09,"여신지원팀, 031-659-3382",해당사항 없음,제한없음,모두가능,보통예금 이율,보호금융상품 1인당 최고 5천만원,2,4,우대사항없음,,,,,,,,,,,,,,,,,,,,
203,다올저축은행,Fi 자유해지 정기예금(변동) (비대면),3.30%,2.79%,"879,132",3.30%,복리,36개월,2023-03-08,(고객문의) 1544-6700 (공시담당) 기획팀,없음,제한없음,온라인,"- 1개월 까지 : 마지막 회전도래 시 약정이율과 만기시점 고시이율을 비교하여 낮은 금리 적용
- 1개월 초과 : 연0.1%",* 변동금리상품: 가입기간은 36개월(가입후 매 3개월 단위로 약정이율 변동) / 약정이율 : 회전시점의 동일채널별 'Fi저축예금' 금리+0.30% / 중도해지이율 : 중도해지 시점 해당계좌의 약정금리와 동일,3,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
204,더케이저축은행,정기예금,3.30%,2.79%,"879,132",3.30%,복리,36개월,2023-07-05,"전략기획팀, 02-569-5600",없음,제한없음,영업점,"-30일 이내 : 약정금리와 현행 고시금리중 낮은 이율
-30일 이후 : 보통예금 이율",없음,4,5,우대사항없음,,,,,,,,,,,,,,,,,,,,
205,더케이저축은행,정기예금,3.30%,2.79%,"837,540",3.30%,단리,36개월,2023-07-05,"전략기획팀, 02-569-5600",없음,제한없음,영업점,"-30일 이내 : 약정금리와 현행 고시금리중 낮은 이율
-30일 이후 : 보통예금 이율",없음,4,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
206,더케이저축은행,e-정기예금,3.30%,2.79%,"837,540",3.30%,단리,36개월,2023-07-05,"전략기획팀, 02-569-5600",없음,제한없음,온라인,"-30일 이내 : 약정금리와 현행 고시금리중 낮은 이율
-30일 이후 : 보통예금 이율","-인터넷뱅킹, 스마트폰뱅킹 전용",4,6,우대사항없음,,,,,,,,,,,,,,,,,,,,
207,더케이저축은행,e-정기예금,3.30%,2.79%,"879,132",3.30%,복리,36개월,2023-07-05,"전략기획팀, 02-569-5600",없음,제한없음,온라인,"-30일 이내 : 약정금리와 현행 고시금리중 낮은 이율
-30일 이후 : 보통예금 이율","-인터넷뱅킹, 스마트폰뱅킹 전용",4,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
208,조흥저축은행,정기예금(거제),3.30%,2.79%,"837,540",3.30%,단리,36개월,2023-08-29,수신팀 0556454411,-,제한없음,영업점,"만기후1개월이내 약정금리와 현행고시금리중 낮은 이율
1개월초과시 보통예금 이자율 적용",제한없음,5,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
209,조흥저축은행,정기예금(거제),3.30%,2.79%,"879,132",3.30%,복리,36개월,2023-08-29,수신팀 0556454411,-,제한없음,영업점,"만기후1개월이내 약정금리와 현행고시금리중 낮은 이율
1개월초과시 보통예금 이자율 적용",제한없음,5,5,우대사항없음,,,,,,,,,,,,,,,,,,,,
210,조흥저축은행,정기예금(통영),3.30%,2.79%,"879,132",3.30%,복리,36개월,2023-08-29,수신팀 0556454411,-,제한없음,영업점,"만기후1개월이내 약정금리와 현행고시금리중 낮은 이율
1개월초과시 보통예금 이자율 적용",제한없음,5,5,우대사항없음,,,,,,,,,,,,,,,,,,,,
211,조흥저축은행,정기예금(통영),3.30%,2.79%,"837,540",3.30%,단리,36개월,2023-08-29,수신팀 0556454411,-,제한없음,영업점,"만기후1개월이내 약정금리와 현행고시금리중 낮은 이율
1개월초과시 보통예금 이자율 적용",제한없음,5,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
212,청주저축은행,E-정기예금,3.30%,2.79%,"879,132",3.30%,복리,36개월,2023-11-06,"(총무팀,043-256-9114)",없음,제한없음,온라인,"계약기간 1년미만 : 1%
계약기간 1년이상 : 1개월까지 현행예치기간 이율
이후 1%",제한없음,4,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
213,청주저축은행,E-정기예금,3.30%,2.79%,"837,540",3.30%,단리,36개월,2023-11-06,"(총무팀,043-256-9114)",없음,제한없음,온라인,"계약기간 1년미만 : 1%
계약기간 1년이상 : 1개월까지 현행예치기간 이율
이후 1%",제한없음,4,6,우대사항없음,,,,,,,,,,,,,,,,,,,,
214,키움예스저축은행,정기예금,3.30%,2.79%,"837,540",3.30%,단리,36개월,2023-10-24,"회계팀, 0261811586",-,제한없음,영업점,"*만기후 1개월 이내 : 당초 약정금리 또는 만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은 이율
*만기후 1개월 초과 : 만기시점 보통예금 이율",-,4,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
215,키움예스저축은행,정기예금,3.30%,2.79%,"879,132",3.30%,복리,36개월,2023-10-24,"회계팀, 0261811586",-,제한없음,영업점,"*만기후 1개월 이내 : 당초 약정금리 또는 만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은 이율
*만기후 1개월 초과 : 만기시점 보통예금 이율",-,4,5,우대사항없음,,,,,,,,,,,,,,,,,,,,
216,한국산업은행,KDB 정기예금,3.30%,2.79%,"837,540",3.30%,단리,36개월,2023-10-24,"(예금)수신기획부, 02-787-7410 (개인대출)지역성장지원실, 051-640-3372 (기업대출)영업기획부, 02-787-6929",해당없음,제한없음,모두가능,"* 만기후 1년 이내 :
 만기일 현재 고시된 일반 정기예금 해당기간 기본이자율의 1/2
* 만기후 1년 초과 :
만기일 현재 고시된 보통예금 이자율",해당없음,2,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
217,한국투자저축은행,비대면 정기예금,3.30%,2.79%,"837,540",3.30%,단리,36개월,2023-10-30,"예금/대출 문의 1577-6333, 공시부서(영업지원팀)031-788-0306","- 없음, - 판매한도 소진시 별도 안내 없이 조기 판매 종료됩니다.",제한없음,온라인,"- 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.2%",- 판매한도 소진시 별도 안내 없이 조기 판매 종료됩니다.,1,0,우대사항없음,,,,,,,,,,,,,,,,,,,,
218,한국투자저축은행,비대면 정기예금,3.30%,2.79%,"879,132",3.30%,복리,36개월,2023-10-30,"예금/대출 문의 1577-6333, 공시부서(영업지원팀)031-788-0306","- 없음, - 판매한도 소진시 별도 안내 없이 조기 판매 종료됩니다.",제한없음,온라인,"- 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.2%",- 판매한도 소진시 별도 안내 없이 조기 판매 종료됩니다.,1,0,우대사항없음,,,,,,,,,,,,,,,,,,,,
219,한국투자저축은행,인터넷정기예금,3.30%,2.79%,"837,540",3.30%,단리,36개월,2023-10-30,"예금/대출 문의 1577-6333, 공시부서(영업지원팀)031-788-0306","- 없음, - 판매한도 소진시 별도 안내 없이 조기 판매 종료됩니다.",제한없음,온라인,"- 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.2%",- 판매한도 소진시 별도 안내 없이 조기 판매 종료됩니다.,1,0,우대사항없음,,,,,,,,,,,,,,,,,,,,
220,한국투자저축은행,인터넷정기예금,3.30%,2.79%,"879,132",3.30%,복리,36개월,2023-10-30,"예금/대출 문의 1577-6333, 공시부서(영업지원팀)031-788-0306","- 없음, - 판매한도 소진시 별도 안내 없이 조기 판매 종료됩니다.",제한없음,온라인,"- 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.2%",- 판매한도 소진시 별도 안내 없이 조기 판매 종료됩니다.,1,0,우대사항없음,,,,,,,,,,,,,,,,,,,,
221,한국투자저축은행,정기예금,3.30%,2.79%,"837,540",3.30%,단리,36개월,2023-10-30,"예금/대출 문의 1577-6333, 공시부서(영업지원팀)031-788-0306",- 없음,제한없음,영업점,"- 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.2%",없음,1,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
222,한국투자저축은행,정기예금,3.30%,2.79%,"879,132",3.30%,복리,36개월,2023-10-30,"예금/대출 문의 1577-6333, 공시부서(영업지원팀)031-788-0306",- 없음,제한없음,영업점,"- 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.2%",없음,1,5,우대사항없음,,,,,,,,,,,,,,,,,,,,
223,제주은행,제주Dream 정기예금 (개인/만기 지급식),3.25%,2.75%,"824,850",3.35%,단리,36개월,2023-10-20,"영업추진본부, 064-720-0287","최고 연 0.1%p(항목별 0.1%p) ①급여이체 ②적립식예금 잔액 10만원 이상 보유 ③탑스, 주거래 고객 ④결제계좌(가맹점) 전월 입금액 10만원 이상 ⑤비과세종합저축 대상 고객 ⑥다자녀(3인이상 자녀)가정 ⑦탐나는 J연금통장 가입고객 ⑧국민연금안심통장 가입고객 ⑨공무원연금안심통장 가입고객",제한없음,영업점,"- 만기후 1개월 이내 : (일반)정기예금 기본이자율의 50%
(단, 최저금리 0.1%)
- 만기후 1개월 초과 3개월 이내 : (일반)정기예금 기본이자율의 25%
(단, 최저금리 0.1%)
- 만기후 3개월 초과 : 0.1%",가입금액 : 1백만원 이상,1,7,"* 급여이체 : 0.1% [모든 우대조건은 중복 불가능]
* 해당은행 : 0.1% [적립식예금 잔액 10만원 이상, 탑스/주거래고객, 결제계좌 전월입금액 10만원이상일시도 대체 가능, 모든 우대조건은 중복 불가능]
* 기타 : 0.1% [비과세종합저축, 다자녀, 탐나는 j연금통장 가입, 국민연금안심통장, 공무원연금 안심통장가입 고객으로도 대체 가능, 모든 우대조건은 중복 불가능]",0.1%,,,,,,,,0.1%,,,,,0.1%,,,,,,
224,제이티친애저축은행,비대면 정기예금,3.25%,2.75%,"865,172",3.25%,복리,36개월,2023-11-10,"경영기획부, 15990060",없음,제한없음,온라인,"-1개월 이내 해지시 : 약정이율 적용
-1개월 초과 이후 해지시 : 보통예금 금리 적용",없음,5,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
225,제이티친애저축은행,비대면 정기예금,3.25%,2.75%,"824,850",3.25%,단리,36개월,2023-11-10,"경영기획부, 15990060",없음,제한없음,온라인,"-1개월 이내 해지시 : 약정이율 적용
-1개월 초과 이후 해지시 : 보통예금 금리 적용",없음,5,6,우대사항없음,,,,,,,,,,,,,,,,,,,,
226,다올저축은행,Fi 자유해지 정기예금(변동) (대면),3.20%,2.71%,"851,232",3.20%,복리,36개월,2023-03-08,(고객문의) 1544-6700 (공시담당) 기획팀,없음,제한없음,영업점,"- 1개월 까지 : 마지막 회전도래 시 약정이율과 만기시점 고시이율을 비교하여 낮은 금리 적용
- 1개월 초과 : 연0.1%",* 변동금리상품: 가입기간은 36개월(가입후 매 3개월 단위로 약정이율 변동) / 약정이율 : 회전시점의 동일채널별 'Fi저축예금' 금리+0.30% / 중도해지이율 : 중도해지 시점 해당계좌의 약정금리와 동일,3,5,우대사항없음,,,,,,,,,,,,,,,,,,,,
227,대구은행,DGB행복파트너예금(일반형),3.20%,2.71%,"812,160",3.65%,단리,36개월,2023-10-20,"개인여신기획부, 053-740-2230 리테일마케팅부, 053-740-2162",최고우대금리 : 연0.45%p -지난달 DGB대구은행 통장으로 연금 입금 실적 보유 : 연0.10%p -상품 가입 전 DGB대구은행 신용(체크)카드 보유 : 연0.10%p -지난 3개월 예금 평잔 30만원 이상 : 연0.10%p -DGB행복파트너적금 동시 가입 및 만기 보유 : 연0.10%p *인터넷/스마트뱅킹을 통해 가입 : 연0.05%p,만50세 이상 개인,모두가능,"만기 후 1개월 미만 경과 : 약정이자율 x 50%
만기 후 3개월 미만 경과 : 약정이자율 x 25% 
만기 후 3개월 이상 경과 : 약정이자율 x 10%",계좌당 가입 최저한도 : 100만원,1,8,"* 해당은행 : 0.1% [지난달  DGB대구은행 통장으로 연금 입금 실적 보유 / DGB대구은행 신용(체크)카드 보유/지난 3개월 예금 평잔 30만원 이상 / DGB행복파트너적금 동시가입 및 만기 보유 각각 적용가능]
* 비대면 : 0.05%",,,,,,,0.05%,,0.1%,,,,,,,,,,,
228,대구은행,IM스마트예금,3.20%,2.71%,"812,160",3.45%,단리,36개월,2023-10-20,"개인여신기획부, 053-740-2230 리테일마케팅부, 053-740-2162",최고우대금리 : 연0.25%p - 가입일(재예치일)로부터 3개월이내 아래 1가지 이상 요건 충족시 ① DGB대구은행 주택청약종합저축 보유 ② DGB대구은행 신용(체크)카드 결제실적 보유(결제금액 출금기준) * 해당 상품을 인터넷/스마트뱅크를 통해 가입 : 연0.05%p,실명의 개인,온라인,"만기 후 1개월 미만 경과 : 약정이자율 x 50%
만기 후 3개월 미만 경과 : 약정이자율 x 25% 
만기 후 3개월 이상 경과 : 약정이자율 x 10%",계좌당 가입 최저한도 : 100만원,1,8,"* 주택청약 : 0.2% [DBG대구은행 주택청약종합저축, 카드실적과 중복 불가능]
* 카드실적 : 0.2% [신용(체크)카드 결제실적 보유, 주택청약과 중복 불가능]
* 비대면 : 0.05% [ 인터넷/스마트뱅크 ]",,,,0.2%,,0.2%,0.05%,,,,,,,,,,,,,
229,민국저축은행,정기예금,3.20%,2.71%,"851,232",3.30%,복리,36개월,2023-11-01,"기획팀, 02-2271-0071",* 최대우대금리 : 0.1% - 창구에서 1년이상 재예치 하는 경우 + 0.1%p,제한없음,영업점,"- 1개월 이내 : 가입당시 약정금리와 현재 금리 비교 후 낮은 금리
- 1개월 이후 : 보통예금 금리 적용",- 중도해지 시 가입 기간에 따라 중도해지이율이 다르게 적용됩니다.,1,4,* 해당은행 : 0.1% [창구에서 1년이상 재예치],,,,,,,,,0.1%,,,,,,,,,,,
230,민국저축은행,정기예금,3.20%,2.71%,"812,160",3.30%,단리,36개월,2023-11-01,"기획팀, 02-2271-0071",* 최대우대금리 : 0.1% - 창구에서 1년이상 재예치 하는 경우 + 0.1%p,제한없음,영업점,"- 1개월 이내 : 가입당시 약정금리와 현재 금리 비교 후 낮은 금리
- 1개월 이후 : 보통예금 금리 적용",- 중도해지 시 가입 기간에 따라 중도해지이율이 다르게 적용됩니다.,1,7,* 해당은행 : 0.1% [창구에서 1년이상 재예치],,,,,,,,,0.1%,,,,,,,,,,,
231,평택상호저축은행,정기예금(모뱅),3.20%,2.71%,"812,160",3.20%,단리,36개월,2023-03-09,"여신지원팀, 031-659-3382",해당사항 없음,제한없음,모두가능,보통예금 이율,보호금융상품 1인당 최고 5천만원,2,7,우대사항없음,,,,,,,,,,,,,,,,,,,,
232,제이티친애저축은행,정기예금,3.15%,2.66%,"837,312",3.15%,복리,36개월,2023-11-10,"경영기획부, 15990060",없음,제한없음,영업점,"-1개월 이내 해지시 : 약정이율 적용
-1개월 초과 이후 해지시 : 보통예금 금리 적용",없음,5,5,우대사항없음,,,,,,,,,,,,,,,,,,,,
