,금융회사,상품명,세전이자율,세후이자율,세후이자(예시),최고우대금리,이자계산방식,기간,비교 공시일,담당부서 및 연락처,우대조건,가입대상.1,가입방법,만기후 이자율,기타유의사항,등급,cluster_km,우대사항정리,급여이체,마케팅동의,자동이체,카드실적,최초거래,주택청약,비대면,영업점,해당은행,이체횟수,만기,변동금리,이벤트,기타,나이,환경,신혼,반려인,직장인,여행
206,스카이저축은행,e-정기예금,3.50%,2.96%,"592,200",3.50%,단리,24개월,2023-11-07,"영업부, 02-3485-4196",없음,제한없음,온라인,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,최소금액:10만원이상,2,4,우대사항없음,,,,,,,,,,,,,,,,,,,,
207,스카이저축은행,e-정기예금,3.50%,2.96%,"612,495",3.50%,복리,24개월,2023-11-07,"영업부, 02-3485-4196",없음,제한없음,온라인,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,최소금액:10만원이상,2,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
208,스타저축은행,정기예금,3.50%,2.96%,"612,495",3.50%,복리,24개월,2023-11-13,융자부 0632776611,없음,제한없음,영업점,"*만기후 1개월이하: 최초 약정이율과 만기시점 이율 중 낮은 금리 적용,
만기후 1개월 초과: 보통예금 금리 적용",없음,3,5,우대사항없음,,,,,,,,,,,,,,,,,,,,
209,스타저축은행,정기예금,3.50%,2.96%,"592,200",3.50%,단리,24개월,2023-11-13,융자부 0632776611,없음,제한없음,영업점,"*만기후 1개월이하: 최초 약정이율과 만기시점 이율 중 낮은 금리 적용,
만기후 1개월 초과: 보통예금 금리 적용",없음,3,6,우대사항없음,,,,,,,,,,,,,,,,,,,,
210,안국저축은행,정기예금,3.50%,2.96%,"592,200",3.50%,단리,24개월,2023-10-31,"(여신팀,031-941-7271)",없음,제한없음,영업점,"1.만기후 1개월 이내 : 신규시점 해당 정기예금 이율 적용 (단, 신규시점이율과 만기시점이율을 비교하여 낮은금리적용), 만기후 1개월 이후 : 보통예금 이율",없음,5,6,우대사항없음,,,,,,,,,,,,,,,,,,,,
211,안국저축은행,정기예금,3.50%,2.96%,"612,495",3.50%,복리,24개월,2023-10-31,"(여신팀,031-941-7271)",없음,제한없음,영업점,"1.만기후 1개월 이내 : 신규시점 해당 정기예금 이율 적용 (단, 신규시점이율과 만기시점이율을 비교하여 낮은금리적용), 만기후 1개월 이후 : 보통예금 이율",없음,5,5,우대사항없음,,,,,,,,,,,,,,,,,,,,
212,안국저축은행,정기예금(비대면),3.50%,2.96%,"592,200",3.50%,단리,24개월,2023-10-31,"(여신팀,031-941-7271)",없음,제한없음,온라인,"1.만기후 1개월 이내 : 신규시점 해당 정기예금 이율 적용 (단, 신규시점이율과 만기시점이율을 비교하여 낮은금리적용), 만기후 1개월 이후 : 보통예금 이율",없음,5,4,우대사항없음,,,,,,,,,,,,,,,,,,,,
213,안국저축은행,정기예금(비대면),3.50%,2.96%,"612,495",3.50%,복리,24개월,2023-10-31,"(여신팀,031-941-7271)",없음,제한없음,온라인,"1.만기후 1개월 이내 : 신규시점 해당 정기예금 이율 적용 (단, 신규시점이율과 만기시점이율을 비교하여 낮은금리적용), 만기후 1개월 이후 : 보통예금 이율",없음,5,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
214,안국저축은행,e-정기예금,3.50%,2.96%,"592,200",3.50%,단리,24개월,2023-10-31,"(여신팀,031-941-7271)",없음,제한없음,온라인,"1.만기후 1개월 이내 : 신규시점 해당 정기예금 이율 적용 (단, 신규시점이율과 만기시점이율을 비교하여 낮은금리적용), 만기후 1개월 이후 : 보통예금 이율",없음,5,4,우대사항없음,,,,,,,,,,,,,,,,,,,,
215,안국저축은행,e-정기예금,3.50%,2.96%,"612,495",3.50%,복리,24개월,2023-10-31,"(여신팀,031-941-7271)",없음,제한없음,온라인,"1.만기후 1개월 이내 : 신규시점 해당 정기예금 이율 적용 (단, 신규시점이율과 만기시점이율을 비교하여 낮은금리적용), 만기후 1개월 이후 : 보통예금 이율",없음,5,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
216,예가람저축은행,정기예금,3.50%,2.96%,"612,495",3.60%,복리,24개월,2023-11-14,"영업추진팀, 공시담당:0269067000, 상품문의:1877-7788",예적금 만기 후 원금 12개월 이상 재예치시 : 0.1% 우대,제한없음,영업점,"* 만기후 1개월 이내 : 가입당시 약정금리 또는 만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은 이율
* 만기후 1개월 초과 : 보통예금금리",영업점 전용상품,3,1,* 해당은행 : 0.1% [ 예/적금 만기 후 원금 12개월 이상 재예치시 가능],,,,,,,,,0.1%,,,,,,,,,,,
217,예가람저축은행,정기예금,3.50%,2.96%,"592,200",3.60%,단리,24개월,2023-11-14,"영업추진팀, 공시담당:0269067000, 상품문의:1877-7788",예적금 만기 후 원금 12개월 이상 재예치시 : 0.1% 우대,제한없음,영업점,"* 만기후 1개월 이내 : 가입당시 약정금리 또는 만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은 이율
* 만기후 1개월 초과 : 보통예금금리",영업점 전용상품,3,1,* 해당은행 : 0.1% [ 예/적금 만기 후 원금 12개월 이상 재예치시 가능],,,,,,,,,0.1%,,,,,,,,,,,
218,예가람저축은행,e-정기예금,3.50%,2.96%,"592,200",3.60%,단리,24개월,2023-11-14,"영업추진팀, 공시담당:0269067000, 상품문의:1877-7788",예적금 만기 후 원금 12개월 이상 재예치시 : 0.1% 우대,제한없음,온라인,"* 만기후 1개월 이내 : 가입당시 약정금리 또는 만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은 이율
* 만기후 1개월 초과 : 보통예금금리","인터넷뱅킹, 스마트폰",3,11,* 해당은행 : 0.1% [ 예/적금 만기 후 원금 12개월 이상 재예치시 가능],,,,,,,,,0.1%,,,,,,,,,,,
219,예가람저축은행,e-정기예금,3.50%,2.96%,"612,495",3.60%,복리,24개월,2023-11-14,"영업추진팀, 공시담당:0269067000, 상품문의:1877-7788",예적금 만기 후 원금 12개월 이상 재예치시 : 0.1% 우대,제한없음,온라인,"* 만기후 1개월 이내 : 가입당시 약정금리 또는 만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은 이율
* 만기후 1개월 초과 : 보통예금금리","인터넷뱅킹, 스마트폰",3,11,* 해당은행 : 0.1% [ 예/적금 만기 후 원금 12개월 이상 재예치시 가능],,,,,,,,,0.1%,,,,,,,,,,,
220,우리금융저축은행,우리E음정기예금,3.50%,2.96%,"612,495",3.50%,복리,24개월,2023-11-03,"고객문의: 1599-0776, (공시) 영업기획부",우리WON저축은행 앱 전용상품,개인(만19세이상),온라인,*만기 후 1개월 이내: 가입 시 약정이율과 만기 시 판매이율 중 낮은금리 적용 *1개월 초과 시 : 연0.3% *2019.07.01. 이후 가입분 부터적용.이전가입분은 연0.3%,* 중도해지 시 예치기간에 따라 차등 적용 ■1개월미만 : 연0.3% (보통예금이율) ■1개월이상 3개월미만 : 약정이율 x 50% ■3개월이상 6개월미만 : 약정이율 x 55% ■6개월이상 12개월미만 : 약정이율 x 60% ■12개월이상 : 약정이율 x 70%,3,0,우대사항없음,,,,,,,,,,,,,,,,,,,,
221,우리금융저축은행,우리E음정기예금,3.50%,2.96%,"592,200",3.50%,단리,24개월,2023-11-03,"고객문의: 1599-0776, (공시) 영업기획부",우리WON저축은행 앱 전용상품,개인(만19세이상),온라인,*만기 후 1개월 이내: 가입 시 약정이율과 만기 시 판매이율 중 낮은금리 적용 *1개월 초과 시 : 연0.3% *2019.07.01. 이후 가입분 부터적용.이전가입분은 연0.3%,* 중도해지 시 예치기간에 따라 차등 적용 ■1개월미만 : 연0.3% (보통예금이율) ■1개월이상 3개월미만 : 약정이율 x 50% ■3개월이상 6개월미만 : 약정이율 x 55% ■6개월이상 12개월미만 : 약정이율 x 60% ■12개월이상 : 약정이율 x 70%,3,10,우대사항없음,,,,,,,,,,,,,,,,,,,,
222,우리금융저축은행,정기예금,3.50%,2.96%,"592,200",3.50%,단리,24개월,2023-11-03,"고객문의: 1599-0776, (공시) 영업기획부",-,제한없음,영업점,*만기 후 1개월 이내: 가입 시 약정이율과 만기 시 판매이율 중 낮은금리 적용 *1개월 초과 시 : 연0.3% *2019.07.01. 이후 가입분 부터적용.이전가입분은 연0.3%,* 중도해지 시 예치기간에 따라 차등 적용 ■1개월미만 : 연0.3% (보통예금이율) ■1개월이상 3개월미만 : 약정이율 x 50% ■3개월이상 6개월미만 : 약정이율 x 55% ■6개월이상 12개월미만 : 약정이율 x 60% ■12개월이상 : 약정이율 x 70%,3,6,우대사항없음,,,,,,,,,,,,,,,,,,,,
223,우리금융저축은행,정기예금,3.50%,2.96%,"612,495",3.50%,복리,24개월,2023-11-03,"고객문의: 1599-0776, (공시) 영업기획부",-,제한없음,영업점,*만기 후 1개월 이내: 가입 시 약정이율과 만기 시 판매이율 중 낮은금리 적용 *1개월 초과 시 : 연0.3% *2019.07.01. 이후 가입분 부터적용.이전가입분은 연0.3%,* 중도해지 시 예치기간에 따라 차등 적용 ■1개월미만 : 연0.3% (보통예금이율) ■1개월이상 3개월미만 : 약정이율 x 50% ■3개월이상 6개월미만 : 약정이율 x 55% ■6개월이상 12개월미만 : 약정이율 x 60% ■12개월이상 : 약정이율 x 70%,3,5,우대사항없음,,,,,,,,,,,,,,,,,,,,
224,우리금융저축은행,e-정기예금,3.50%,2.96%,"592,200",3.50%,단리,24개월,2023-11-03,"고객문의: 1599-0776, (공시) 영업기획부",-,제한없음,온라인,*만기 후 1개월 이내: 가입 시 약정이율과 만기 시 판매이율 중 낮은금리 적용 *1개월 초과 시 : 연0.3% *2019.07.01. 이후 가입분 부터적용.이전가입분은 연0.3%,* 중도해지 시 예치기간에 따라 차등 적용 ■1개월미만 : 연0.3% (보통예금이율) ■1개월이상 3개월미만 : 약정이율 x 50% ■3개월이상 6개월미만 : 약정이율 x 55% ■6개월이상 12개월미만 : 약정이율 x 60% ■12개월이상 : 약정이율 x 70%,3,4,우대사항없음,,,,,,,,,,,,,,,,,,,,
225,우리금융저축은행,e-정기예금,3.50%,2.96%,"612,495",3.50%,복리,24개월,2023-11-03,"고객문의: 1599-0776, (공시) 영업기획부",-,제한없음,온라인,*만기 후 1개월 이내: 가입 시 약정이율과 만기 시 판매이율 중 낮은금리 적용 *1개월 초과 시 : 연0.3% *2019.07.01. 이후 가입분 부터적용.이전가입분은 연0.3%,* 중도해지 시 예치기간에 따라 차등 적용 ■1개월미만 : 연0.3% (보통예금이율) ■1개월이상 3개월미만 : 약정이율 x 50% ■3개월이상 6개월미만 : 약정이율 x 55% ■6개월이상 12개월미만 : 약정이율 x 60% ■12개월이상 : 약정이율 x 70%,3,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
226,웰컴저축은행,정기예금,3.50%,2.96%,"592,200",3.50%,단리,24개월,2023-11-13,"예적금문의 16619400, 대출문의 16610001 공시담당 : 디지털금융기획팀",-,제한없음,영업점,"- 만기 후 1개월 이하 : 가입 당시 약정금리나 만기시점의 동일 상품·계약기간의 신규약정금리 중 낮은 금리 적용
(만기시점의 동일 상품·계약기간이 없을 경우 : 가입 당시 약정금리)
- 만기 후 1개월 초과 : 연 0.1%",영업점 전용상품,2,6,우대사항없음,,,,,,,,,,,,,,,,,,,,
227,웰컴저축은행,정기예금,3.50%,2.96%,"612,495",3.50%,복리,24개월,2023-11-13,"예적금문의 16619400, 대출문의 16610001 공시담당 : 디지털금융기획팀",-,제한없음,영업점,"- 만기 후 1개월 이하 : 가입 당시 약정금리나 만기시점의 동일 상품·계약기간의 신규약정금리 중 낮은 금리 적용
(만기시점의 동일 상품·계약기간이 없을 경우 : 가입 당시 약정금리)
- 만기 후 1개월 초과 : 연 0.1%",영업점 전용상품,2,5,우대사항없음,,,,,,,,,,,,,,,,,,,,
228,웰컴저축은행,e-정기예금,3.50%,2.96%,"612,495",3.50%,복리,24개월,2023-11-13,"예적금문의 16619400, 대출문의 16610001 공시담당 : 디지털금융기획팀",-,제한없음,온라인,"- 만기 후 1개월 이하 : 가입 당시 약정금리나 만기시점의 동일 상품·계약기간의 신규약정금리 중 낮은 금리 적용
(만기시점의 동일 상품·계약기간이 없을 경우 : 가입 당시 약정금리)
- 만기 후 1개월 초과 : 연 0.1%",인터넷뱅킹 전용상품,2,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
229,웰컴저축은행,e-정기예금,3.50%,2.96%,"592,200",3.50%,단리,24개월,2023-11-13,"예적금문의 16619400, 대출문의 16610001 공시담당 : 디지털금융기획팀",-,제한없음,온라인,"- 만기 후 1개월 이하 : 가입 당시 약정금리나 만기시점의 동일 상품·계약기간의 신규약정금리 중 낮은 금리 적용
(만기시점의 동일 상품·계약기간이 없을 경우 : 가입 당시 약정금리)
- 만기 후 1개월 초과 : 연 0.1%",인터넷뱅킹 전용상품,2,4,우대사항없음,,,,,,,,,,,,,,,,,,,,
230,웰컴저축은행,m-정기예금,3.50%,2.96%,"612,495",3.50%,복리,24개월,2023-11-13,"예적금문의 16619400, 대출문의 16610001 공시담당 : 디지털금융기획팀",-,제한없음,온라인,"- 만기 후 1개월 이하 : 가입 당시 약정금리나 만기시점의 동일 상품·계약기간의 신규약정금리 중 낮은 금리 적용
(만기시점의 동일 상품·계약기간이 없을 경우 : 가입 당시 약정금리)
- 만기 후 1개월 초과 : 연 0.1%",스마트(모바일)뱅킹 전용상품,2,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
231,웰컴저축은행,m-정기예금,3.50%,2.96%,"592,200",3.50%,단리,24개월,2023-11-13,"예적금문의 16619400, 대출문의 16610001 공시담당 : 디지털금융기획팀",-,제한없음,온라인,"- 만기 후 1개월 이하 : 가입 당시 약정금리나 만기시점의 동일 상품·계약기간의 신규약정금리 중 낮은 금리 적용
(만기시점의 동일 상품·계약기간이 없을 경우 : 가입 당시 약정금리)
- 만기 후 1개월 초과 : 연 0.1%",스마트(모바일)뱅킹 전용상품,2,4,우대사항없음,,,,,,,,,,,,,,,,,,,,
232,인성저축은행,정기예금,3.50%,2.96%,"592,200",3.50%,단리,24개월,2023-03-28,경영기획부 032-865-3911,없음,-제한없음,영업점,"-1개월이내 : 약정이율
-1개월초과 : 보통예금이율",-없음,2,6,우대사항없음,,,,,,,,,,,,,,,,,,,,
233,인성저축은행,정기예금,3.50%,2.96%,"612,495",3.50%,복리,24개월,2023-03-28,경영기획부 032-865-3911,없음,-제한없음,영업점,"-1개월이내 : 약정이율
-1개월초과 : 보통예금이율",-없음,2,5,우대사항없음,,,,,,,,,,,,,,,,,,,,
234,인성저축은행,e-정기예금,3.50%,2.96%,"592,200",3.50%,단리,24개월,2023-03-28,경영기획부 032-865-3911,없음,-만19세이상의 개인,온라인,"-1개월이내 : 약정이율
-1개월초과 : 보통예금이율",-통장을 발급하지 않는 온라인 전용상품으로 영업점 해지시 우대금리 적용불가,2,10,우대사항없음,,,,,,,,,,,,,,,,,,,,
235,인성저축은행,e-정기예금,3.50%,2.96%,"612,495",3.50%,복리,24개월,2023-03-28,경영기획부 032-865-3911,없음,-만19세이상의 개인,온라인,"-1개월이내 : 약정이율
-1개월초과 : 보통예금이율",-통장을 발급하지 않는 온라인 전용상품으로 영업점 해지시 우대금리 적용불가,2,0,우대사항없음,,,,,,,,,,,,,,,,,,,,
236,인천저축은행,정기예금,3.50%,2.96%,"612,495",3.50%,복리,24개월,2023-11-04,"영업지원본부,032-430-2141",창구전용상품,누구나가입가능,영업점,"*만기후 1개월이내 : 최초약정이율
*만기 1개월이후 : 연0.1%",예금가입금액 10만원이상,3,3,우대사항없음,,,,,,,,,,,,,,,,,,,,
237,인천저축은행,정기예금,3.50%,2.96%,"592,200",3.50%,단리,24개월,2023-11-04,"영업지원본부,032-430-2141",창구전용상품,누구나가입가능,영업점,"*만기후 1개월이내 : 최초약정이율
*만기 1개월이후 : 연0.1%",예금가입금액 10만원이상,3,9,우대사항없음,,,,,,,,,,,,,,,,,,,,
238,인천저축은행,e-보다 정기예금,3.50%,2.96%,"592,200",3.50%,단리,24개월,2023-11-04,"영업지원본부,032-430-2141",인터넷뱅킹 전용상품,인터넷뱅킹가입 대상,온라인,"*만기후 1개월이내 : 최초약정이율
*만기 1개월이후 : 연0.1%",예금가입금액 10만원이상,3,10,우대사항없음,,,,,,,,,,,,,,,,,,,,
239,인천저축은행,e-보다 정기예금,3.50%,2.96%,"612,495",3.50%,복리,24개월,2023-11-04,"영업지원본부,032-430-2141",인터넷뱅킹 전용상품,인터넷뱅킹가입 대상,온라인,"*만기후 1개월이내 : 최초약정이율
*만기 1개월이후 : 연0.1%",예금가입금액 10만원이상,3,0,우대사항없음,,,,,,,,,,,,,,,,,,,,
240,중소기업은행,IBK평생한가족통장(실세금리정기예금),3.50%,2.96%,"592,200",3.70%,단리,24개월,2023-10-20,고객 문의 1566-2566,최고 연 0.20%p -고객별 우대 : 최고 연 0.05%p 1. 최초신규고객 : 연 0.05%p 2. 재예치고객 : 연 0.05%p 3. 장기거래고객 : 연 0.05%p -주거래우대 : 연 0.15%p,"실명의 개인
(개인사업자 제외)",모두가능,만기일 당시 정기예금 만기후 이자율 적용 -1개월 이내: 만기일 당시 계약기간별 고시금리×50% -1월 초과 6개월 이내: 만기일 당시 계약기간별 고시금리×30% -6개월 초과: 만기일 당시 계약기간별 고시금리×20%,"계좌 수 제한 없으며, 최소 1백만원 이상 통합한도 1억원 이내 가입 가능",1,7,"* 최초거래 : 0.05%
* 해당은행 : 0.05% [ 재예치 고객 혹은 장기거래 고객으로 대체 가능, 주거래 은행시 0.1% 가산가능 ] ",,,,,0.05%,,,,0.05%,,,,,,,,,,,
241,참저축은행,비대면정기예금,3.50%,2.96%,"592,200",3.50%,단리,24개월,2023-11-08,"수신파트, 053-720-7334",없음,만19세 이상 내국인(법인불가),온라인,*만기 후 1개월 간 : 가입이율과 만기일 당시 기간별 정기예금이율 중 낮은 단리 이율 ＊만기후 1개월초과 : 보통예금 이율 * 적용대상 : 19.07.01 신규가입자부터 적용 (이전가입자는 영업점 확인요망),SB톡톡플러스 비로그인서비스로 신규가입 시,5,10,우대사항없음,,,,,,,,,,,,,,,,,,,,
242,참저축은행,비대면정기예금,3.50%,2.96%,"612,495",3.50%,복리,24개월,2023-11-08,"수신파트, 053-720-7334",없음,만19세 이상 내국인(법인불가),온라인,*만기 후 1개월 간 : 가입이율과 만기일 당시 기간별 정기예금이율 중 낮은 단리 이율 ＊만기후 1개월초과 : 보통예금 이율 * 적용대상 : 19.07.01 신규가입자부터 적용 (이전가입자는 영업점 확인요망),SB톡톡플러스 비로그인서비스로 신규가입 시,5,0,우대사항없음,,,,,,,,,,,,,,,,,,,,
243,참저축은행,정기예금,3.50%,2.96%,"612,495",3.50%,복리,24개월,2023-11-08,"수신파트, 053-720-7334",없음,제한없음,영업점,*만기 후 1개월 간 : 가입이율과 만기일 당시 기간별 정기예금이율 중 낮은 단리 이율 ＊만기후 1개월초과 : 보통예금 이율 적용대상 : 19.07.01 신규가입자부터 적용 (이전가입자는 영업점 확인요망),없음,5,5,우대사항없음,,,,,,,,,,,,,,,,,,,,
244,참저축은행,정기예금,3.50%,2.96%,"592,200",3.50%,단리,24개월,2023-11-08,"수신파트, 053-720-7334",없음,제한없음,영업점,*만기 후 1개월 간 : 가입이율과 만기일 당시 기간별 정기예금이율 중 낮은 단리 이율 ＊만기후 1개월초과 : 보통예금 이율 적용대상 : 19.07.01 신규가입자부터 적용 (이전가입자는 영업점 확인요망),없음,5,6,우대사항없음,,,,,,,,,,,,,,,,,,,,
245,참저축은행,e-정기예금,3.50%,2.96%,"592,200",3.50%,단리,24개월,2023-11-08,"수신파트, 053-720-7334",없음,제한없음,온라인,*만기 후 1개월 간 : 가입이율과 만기일 당시 기간별 정기예금이율 중 낮은 단리 이율 ＊만기후 1개월초과 : 보통예금 이율 * 적용대상 : 19.07.01 신규가입자부터 적용 (이전가입자는 영업점 확인요망),"인터넷뱅킹, SB톡톡플러스 로그인 시",5,4,우대사항없음,,,,,,,,,,,,,,,,,,,,
246,참저축은행,e-정기예금,3.50%,2.96%,"612,495",3.50%,복리,24개월,2023-11-08,"수신파트, 053-720-7334",없음,제한없음,온라인,*만기 후 1개월 간 : 가입이율과 만기일 당시 기간별 정기예금이율 중 낮은 단리 이율 ＊만기후 1개월초과 : 보통예금 이율 * 적용대상 : 19.07.01 신규가입자부터 적용 (이전가입자는 영업점 확인요망),"인터넷뱅킹, SB톡톡플러스 로그인 시",5,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
247,청주저축은행,정기예금,3.50%,2.96%,"592,200",3.50%,단리,24개월,2023-11-06,"(총무팀,043-256-9114)","천안지점 방문 가입 시 우대금리 +0.2% 적용, 한도 소진 시 신규가입 +0.1%로 하향 적용",제한없음,영업점,"계약기간 1년미만 : 1%
계약기간 1년이상 : 1개월까지 현행예치기간 이율
이후 1%",제한없음,4,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
248,청주저축은행,정기예금,3.50%,2.96%,"612,495",3.50%,복리,24개월,2023-11-06,"(총무팀,043-256-9114)","천안지점 방문 가입 시 우대금리 +0.2% 적용, 한도 소진 시 신규가입 +0.1%로 하향 적용",제한없음,영업점,"계약기간 1년미만 : 1%
계약기간 1년이상 : 1개월까지 현행예치기간 이율
이후 1%",제한없음,4,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
249,평택상호저축은행,정기예금,3.50%,2.96%,"592,200",3.50%,단리,24개월,2023-03-09,"여신지원팀, 031-659-3382",해당사항 없음,제한없음,모두가능,보통예금 이율,보호금융상품 1인당 최고 5천만원,2,8,우대사항없음,,,,,,,,,,,,,,,,,,,,
250,평택상호저축은행,정기예금(인뱅),3.50%,2.96%,"592,200",3.50%,단리,24개월,2023-03-09,"여신지원팀, 031-659-3382",해당사항 없음,제한없음,모두가능,보통예금 이율,보호금융상품 1인당 최고 5천만원,2,8,우대사항없음,,,,,,,,,,,,,,,,,,,,
251,흥국저축은행,비대면 정기예금,3.50%,2.96%,"592,200",3.50%,단리,24개월,2023-11-09,"(경영지원팀, 051-925-2100)",없음,제한없음,온라인,"- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",없음,2,4,우대사항없음,,,,,,,,,,,,,,,,,,,,
252,흥국저축은행,비대면 정기예금,3.50%,2.96%,"612,495",3.50%,복리,24개월,2023-11-09,"(경영지원팀, 051-925-2100)",없음,제한없음,온라인,"- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",없음,2,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
253,흥국저축은행,정기예금,3.50%,2.96%,"592,200",3.50%,단리,24개월,2023-11-09,"(경영지원팀, 051-925-2100)",없음,제한없음,영업점,"- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",없음,2,6,우대사항없음,,,,,,,,,,,,,,,,,,,,
254,흥국저축은행,정기예금,3.50%,2.96%,"612,495",3.50%,복리,24개월,2023-11-09,"(경영지원팀, 051-925-2100)",없음,제한없음,영업점,"- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",없음,2,5,우대사항없음,,,,,,,,,,,,,,,,,,,,
255,흥국저축은행,E-정기예금,3.50%,2.96%,"592,200",3.50%,단리,24개월,2023-11-09,"(경영지원팀, 051-925-2100)",없음,제한없음,온라인,"- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",없음,2,4,우대사항없음,,,,,,,,,,,,,,,,,,,,
256,흥국저축은행,E-정기예금,3.50%,2.96%,"612,495",3.50%,복리,24개월,2023-11-09,"(경영지원팀, 051-925-2100)",없음,제한없음,온라인,"- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",없음,2,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
257,흥국저축은행,S-정기예금,3.50%,2.96%,"592,200",3.50%,단리,24개월,2023-11-09,"(경영지원팀, 051-925-2100)",없음,제한없음,온라인,"- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",없음,2,4,우대사항없음,,,,,,,,,,,,,,,,,,,,
258,흥국저축은행,S-정기예금,3.50%,2.96%,"612,495",3.50%,복리,24개월,2023-11-09,"(경영지원팀, 051-925-2100)",없음,제한없음,온라인,"- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",없음,2,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
259,CK저축은행,정기예금(강릉지점),3.50%,2.96%,"592,200",3.50%,단리,24개월,2023-11-07,"영업부,0332528411",없음,제한없음,영업점,- 만기 후 1개월 이내 : 약정금리 - 만기 후 1개월 초과 : 연 0.1%,없음,5,6,우대사항없음,,,,,,,,,,,,,,,,,,,,
260,CK저축은행,정기예금(강릉지점),3.50%,2.96%,"612,495",3.50%,복리,24개월,2023-11-07,"영업부,0332528411",없음,제한없음,영업점,- 만기 후 1개월 이내 : 약정금리 - 만기 후 1개월 초과 : 연 0.1%,없음,5,5,우대사항없음,,,,,,,,,,,,,,,,,,,,
261,CK저축은행,"정기예금(인터넷,모바일,비대면)",3.50%,2.96%,"612,495",3.50%,복리,24개월,2023-11-07,"영업부,0332528411",없음,제한없음,온라인,- 만기 후 1개월 이내 : 약정금리 - 만기 후 1개월 초과 : 연 0.1%,스마트폰 및 인터넷 전용가입,5,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
262,CK저축은행,"정기예금(인터넷,모바일,비대면)",3.50%,2.96%,"592,200",3.50%,단리,24개월,2023-11-07,"영업부,0332528411",없음,제한없음,온라인,- 만기 후 1개월 이내 : 약정금리 - 만기 후 1개월 초과 : 연 0.1%,스마트폰 및 인터넷 전용가입,5,4,우대사항없음,,,,,,,,,,,,,,,,,,,,
263,엠에스상호저축은행,정기예금,3.50%,2.96%,"592,200",3.50%,단리,24개월,2023-11-01,"기획회계팀,053-742-4411",없음,제한없음,영업점,"- 1개월내 : 당초 약정금리와 당초 약정기간에 해당하는 현행금리 중 낮은 금리
- 1개월이후 : 보통예금이자율",해당없음,4,6,우대사항없음,,,,,,,,,,,,,,,,,,,,
264,엠에스상호저축은행,정기예금,3.50%,2.96%,"612,495",3.50%,복리,24개월,2023-11-01,"기획회계팀,053-742-4411",없음,제한없음,영업점,"- 1개월내 : 당초 약정금리와 당초 약정기간에 해당하는 현행금리 중 낮은 금리
- 1개월이후 : 보통예금이자율",해당없음,4,5,우대사항없음,,,,,,,,,,,,,,,,,,,,
265,엠에스상호저축은행,e-정기예금,3.50%,2.96%,"612,495",3.50%,복리,24개월,2023-10-30,"기획회계팀,053-742-4411",없음,인터넷뱅킹 및 스마트폰 뱅킹 신청자,온라인,"- 1개월내 : 당초 약정금리와 당초 약정기간에 해당하는 현행금리 중 낮은 금리
- 1개월이후 : 보통예금이자율",해당없음,4,0,우대사항없음,,,,,,,,,,,,,,,,,,,,
