상품명,제목,날짜,본문,댓글
상상인저축은행 적금, 상상인저축은행 사용하시나요? ,2020.11.13. 17:02,"상상인저축은행 파킹통장으로 사용하려고하는데,자기자본비율(bis) 은 보통 위인데고정이하여신비율 8% 이상이더라구요...상상인저축은행 많이들 사용하시나요? 갑자기 망하진 않겟죠?",['다른 데 많잖아요']
상상인저축은행 적금, 상상인플러스저축은행 이체한도 제한 ,2022.02.05. 20:29,"상상인플러스저축은행 금리가 높아서(24개월 자유적립예금 2.65%)가입하려고 보통예금에320만원을 이체하였습니다.BIS를 검색중에 작년에 좋제 않은 기사가 검색되어, 예금가입을 포기하려고 320만원을 다시다른 은행 계좌로 이체하려고 했더니, 이체한도에 걸렸습니다.1회 이체한도 10만원.. 1일 이체한도 50만원 급여생활자임을 증명해야 이체한도를 해제할수 있네요(저는 전업주부입니다ㅜ.ㅜ.)어쩔수 없이 오늘(2/5) 10만원씩 5번 이체하였습니다. 오늘(2/5) 10만 * 5번 (50만원/320만원)내일(2/6) 10만 * 5번(100만원/320만원)2/7 10만 * 5번(100만원/320만원)2/8 10만 * 5번(150만원/320만원)2/10 10만 * 5번(200만원/320만원)2/11 10만 * 5번(250만원/320만원)2/12 10만 * 5번(300만원/320만원)(ㅋㅋㅋ 적금(20만원) 있어서 20만원은 남겨 두려구요)제가 오늘 무슨 저지른 건지.....ㅜ.ㅜ​혹시, 다른 효율적인 방법 아시면 도와주세요 ...​ http://www.megaeconomy.co.kr/news/newsview.php?ncode=1065605370914290



 








상상인저축·상상인플러스저축···금감원,′′BIS비율 과대 산정·연체율 급증′′
지난해 6월말 기준 연체여신비율 업계 평균 크게 초과담보가치 하락 여신 만기연장 심사 허술
www.megaeconomy.co.kr






 



​",['오픈뱅킹으로 해보세요']
상상인저축은행 적금, 상상인저축은행 ,2021.09.23. 11:47,적금 가입전에 통장에 돈 넣어두려면 어떻게 해야하나요?​카뱅으로 입금하려니까 은행목록에 없어서요!저축은행은 처음 사용해봐요ㅎㅎ,['저축은행 하나로 다 통일하두라고요']
상상인저축은행 적금, 상상인저축은행 뱅뱅뱅 332 정기예금 6개월 특판 3.32% ,2021.10.02. 14:04,"[6개월 정기예금] 고금리 500억 한도 특판상상인저축은행 - 뱅뱅뱅 332 정기예금 : 연3.32%(세전)가입금액:100만원~1,000만원 이하​100만원 기준 만기시 하루에 76원(세후)  / 만기시→ 14,044원200만원 기준 만기시 하루에 153원(세후)  / 만기시→ 28,087원300만원 기준 만기시 하루에 230원(세후)  / 만기시→ 42,131원400만원 기준 만기시 하루에 307원(세후)  / 만기시→ 56,174원500만원 기준 만기시 하루에 384원(세후)  / 만기시→ 70,218원600만원 기준 만기시 하루에 461원(세후)  / 만기시→ 84,262원700만원 기준 만기시 하루에 538원(세후)  / 만기시→ 98,305원800만원 기준 만기시 하루에 615원(세후)/ 만기시→ 112,349원900만원 기준 만기시 하루에 692원(세후)/ 만기시→ 126,392원1천만원 기준 만기시 하루에 769원(세후)/ 만기시→ 140,436원​다음 주에 토스뱅크 출범하므로 계좌개설하실 때 제한이 걸릴 수 있습니다 꼭 주의 해주세요",['금리가 좋아서 신청하려했더니 아쉽게도 최초거래 대상이네요^^;;']
상상인플러스저축은행 적금, 상상인플러스저축은행 새해기념 7% 적금 특판 ,2021.12.31. 19:15,"상상인플러스저축은행 새해를 맞아 최대 연 7.0%금리를 제공하는 '크크크 777 정기적금'특판22년01월01일 부터 31일까지 매일 선착순 777명가입기간 7개월 금액은 1만원부터 최대 20만원매일 오전 10시부터 상품가입이 가능합니다​아쉬운건 최대 20만원까지 적금 할수없습니다 ㅠ기존에 상상인플러스저축은행를 이용 하시는 분들이가입하시는걸 추천드리고 저는 저축은행 통장 그만 만들고 싶어서 패스 합니다~~​



 








상상인플러스저축은행, 새해맞이 연 7% 적금 특판 선보인다
상상인플러스저축은행(대표이사 송기문)이 새해를 맞아 최대 연 7.0% 금리를 제공하는 '크크크 777 정기적금' 특판을 선보인다. 31일 금융권에 따르면 상상인플러스저축은행은 오는 2022년 1월 1일부터 31일까지 매일 선착순 777명에 한 해 특판 상품 가입 기회를 제공한다. '크크크 777 정기적금'의 가입 기간은 7개월이며...
cnews.fntimes.com






 



​",['저는 뱅뱅뱅이라 크크크랑은 다르죠? 그래서 저도 패스할까 합니다.금리는 참 좋은데 말이죠^^']
상상인플러스저축은행 적금, 크크크777_상상인플러스저축은행 정기적금문의 ,2022.01.12. 12:41,"크크크777 정기적금은 가입조건이 이 3가지인데​1) 크크크 상상인플러스저축은행 디지털뱅크 앱 전용 상품으로 비대면 가입 2) 크크크 파킹통장 보통예금(입출금 통장) 계좌 개설3) 크크크 777 정기적금 가입​자동이체라는 조건이 없으니까 적금 가입하고 입출금통장은 해지해도 되는걸까요?다른 고뱅크나, 애큐온을 같이 가입하고 싶은데 한달씩 기다려야하니 좀 답답하네요 ㅠㅠ",[' 입출금통장 해지시 창구 방문해 만기해지출금 가능한걸로 알고 있어요지점 통화해보면 좋을듯 하네요']
상상인플러스저축은행 적금, 상상인플러스저축은행 [크크크 7%적금] 여기가 은행도 있나요? ,2022.01.29. 13:35,상상인플러스저축은행 [크크크 7%적금] 여기가 은행도 있나요?여기가 은행도 있을까요? 크크크적금 들고싶은데 20일 제한때문에 못만들어 슬퍼요ㅠㅠ,['분당서현에 있는거봤어요~~']
상상인플러스저축은행 적금, 상상인플러스저축은행 이체한도 제한 ,2022.02.05. 20:29,"상상인플러스저축은행 금리가 높아서(24개월 자유적립예금 2.65%)가입하려고 보통예금에320만원을 이체하였습니다.BIS를 검색중에 작년에 좋제 않은 기사가 검색되어, 예금가입을 포기하려고 320만원을 다시다른 은행 계좌로 이체하려고 했더니, 이체한도에 걸렸습니다.1회 이체한도 10만원.. 1일 이체한도 50만원 급여생활자임을 증명해야 이체한도를 해제할수 있네요(저는 전업주부입니다ㅜ.ㅜ.)어쩔수 없이 오늘(2/5) 10만원씩 5번 이체하였습니다. 오늘(2/5) 10만 * 5번 (50만원/320만원)내일(2/6) 10만 * 5번(100만원/320만원)2/7 10만 * 5번(100만원/320만원)2/8 10만 * 5번(150만원/320만원)2/10 10만 * 5번(200만원/320만원)2/11 10만 * 5번(250만원/320만원)2/12 10만 * 5번(300만원/320만원)(ㅋㅋㅋ 적금(20만원) 있어서 20만원은 남겨 두려구요)제가 오늘 무슨 저지른 건지.....ㅜ.ㅜ​혹시, 다른 효율적인 방법 아시면 도와주세요 ...​ http://www.megaeconomy.co.kr/news/newsview.php?ncode=1065605370914290



 








상상인저축·상상인플러스저축···금감원,′′BIS비율 과대 산정·연체율 급증′′
지난해 6월말 기준 연체여신비율 업계 평균 크게 초과담보가치 하락 여신 만기연장 심사 허술
www.megaeconomy.co.kr






 



​",['오픈뱅킹으로 해보세요']
상상인플러스저축은행 적금, 상상인저축은행 적금소개해요. ,2021.01.19. 23:37,"안녕하세요.""상상인 저축은행"" 이라고 들어보셨지요~여기에서 판매하고있는 적금을 소개해드리려고해요.​아 먼저!! 상상인뱅크의 보통예금의 금리는 현재 연1.5%예요.요즘 cma도 금리가 낮은때라.. 이정도면 꽤 괜찮은거같으니 알아두시고요.​제가 소개해드를 상품은 적금이예요.



 














2.4% 정기적금 보이시죠!안타깝게도 복리는 아닌거 같지만 가입기간을 길게가질 수 있다는 장점이 있어요.



 














요즘 적금들 3년짜리 잘 없는거에 비하면 3년까지 가입가능하니 이자를 좀 더 많이 챙길 수 있겠네요.​그리고 이자는 만기일시지급형 이라고하니 해지 안하시는게 좋겠죠!! 해지하지마시고 꼭 만기까지 유지하시길 바래요~~~​",['2.4퍼예금아니고 적금아닌가요?']
상상인플러스저축은행 적금, 뱅뱅뱅 상상인 저축은행 적금만기~ ,2022.03.21. 19:23,상상인 저축은행에서 특판한 정기적금6개월 11프로짜리 만기가 되었어요~6갤이라 금방 지나가네요.11퍼지만 이자는 작네요ㅋ그래도 푼돈모아 목돈이 되었네요^^만기된 돈은 토스에 넣어두었어요.일일한도가 있어서 3일거처서 입금해야하네요.한도계좌 넘 번거로워요~~,['적금만기 축하해요👏👏']
상상인플러스저축은행 적금, 상상인플러스저축은행 연6% 정기예금 ,2022.11.14. 17:04,"[상상인플러스저축은행]정기예금금리안내[Web발신](광고) [상상인플러스저축은행] 정기예금 금리인상 안내

■ 상품  
① 회전정기예금(크크크/비대면): 연 6.00% (세전) 

② 회전정기예금(창구): 연 5.6% (세전)

▷가입기간: 2년, 3년, 4년, 5년
(회전주기:12개월/매 회전주기 단위로 약정이율 변동) 
▷이자지급시기: 단리-매월지급, 복리-매 회전주기(12개월)마다 지급 

③ 정기예금(크크크/비대면) 
 - 12개월: 연 5.8% (세전) 
 - 24개월: 연 5.9% (세전) 

④ 정기예금(창구) 
 - 12개월: 연 5.4% (세전) 
 - 24개월: 연 5.5% (세전)   

▷이자지급시기: 단리-매월지급, 복리- 만기일시지급  

■ 시행일: 2022년 11월 14일(월요일)부터 한도소진시까지
■ 가입금액: 10만원이상 
■ 가입방법: 창구, 상상인플러스디지털뱅크앱 ""크크크”, SB톡톡플러스, 인터넷뱅킹 

※ 해당 상품은 한도소진시 조기 판매 종료 될 수있습니다.

※ 자세한 사항은 홈페이지/앱 상품페이지 참고 바랍니다. 
※ 이 예금은 예금자보호법에 따라 예금보험공사가 보호하되, 보호한도는 본 상호저축은행에 있는 귀하의 모든 예금보호대상 금융상품의 원금과 소정의 이자를 합하여 1인당 “최고 5천만원”이며, 5천만원을 초과하는 나머지금액은 보호하지 않습니다. 
※ 계약 체결 전 상품설명서 및 약관을 확인하시기 바랍니다. 
※ 해당 상품에 대해 충분한 사전 설명을 받을 권리가 있으며, 설명을 이해한 후 거래하시기 바랍니다. 
※ 법적 지급 제한 등이 등록되거나 사고신고가 등록된 경우 잔액의 출금/입금/해지가 제한됩니다. 

고객센터: 1600-2100 (평일09:00~18:00)",[]
상상인플러스저축은행 적금, 상상인플러스저축은행 크크크비대면 연 6.1% ,2022.11.15. 18:41,"[상상인플러스저축은행] 정기예금 금리인상 안내 ​■ 상품   ① 회전정기예금(크크크/비대면): 연 6.1% (세전)  ​② 회전정기예금(창구): 연 6.0% (세전)  ▷가입기간: 2년, 3년, 4년, 5년 (회전주기:12개월/매 회전주기 단위로 약정이율 변동)  ▷이자지급시기: 단리-매월지급, 복리-매 회전주기(12개월)마다 지급  ​③ 정기예금(크크크/비대면)   - 12개월: 연 5.9% (세전)   - 24개월: 연 6.0% (세전)  ​④ 정기예금(창구)   - 12개월: 연 5.8% (세전)   - 24개월: 연 5.9% (세전)    ​▷이자지급시기: 단리-매월지급, 복리- 만기일시지급   ​■ 시행일: 2022년 11월 16일(수요일)부터 한도소진시까지 ■ 가입금액: 10만원이상  ■ 가입방법: 창구, 상상인플러스디지털뱅크앱 ""크크크”, SB톡톡플러스, 인터넷뱅킹  ​※ 해당 상품은 한도소진시 조기 판매 종료 될 수있습니다.",[]
상상인플러스저축은행 적금, 상상인 플러스 저축은행 질문합니다 ,2022.01.26. 22:26,상상인 플러스 저축은행 입출금 서비스 신청 어디서 하는지 아시는 분 계시나요? 전화 상담은 연결이 안되서 저번주에 이메일 문의했는데 대답이 없어서요ㅠㅠ 다른 은행은 앱 내 푸쉬알림 설정이나 카톡 문자로 알림이 오던데 신규 거래인데 입금했는데 연락안오니 불안하네요 ㅠㅠ 매번 로그인해서 돈 들어왔나 확인해야되는건가요…? ​​​,['감사합니다!! \n말씀듣고 앱 다운받았어요^^']
상상인플러스저축은행 적금, 상상인저축은행 6% ,2022.10.18. 14:55,"문자 공유합니다~​[Web발신](광고) [상상인저축은행] 정기예금 금리인상 안내

■ 상품
① 회전정기예금(뱅뱅뱅/비대면): 연 6.00% (세전)

② 회전정기예금(창구): 연 5.91% (세전)

▷가입기간: 2년, 3년, 4년, 5년(회전주기:12개월/매 회전주기 단위로 약정이율 변동)
▷이자지급시기: 단리-매월지급, 복리-매 회전주기(12개월)마다 지급

③ 정기예금(뱅뱅뱅/비대면) 12개월: 연 5.81% (세전), 24개월: 연 5.91% (세전)
④ 정기예금(창구) 12개월: 연 5.71% (세전), 24개월: 연 5.81% (세전)

▷이자지급시기: 단리-매월지급, 복리- 만기일시지급

■ 가입금액: 10만원이상
■ 가입방법: 창구, 상상인디지털뱅크앱 “뱅뱅뱅”, SB톡톡플러스, 인터넷뱅킹
   ☞[뱅뱅뱅]앱 설치 바로가기 : https://bit.ly/3qVjc4m
   ☞비대면 계좌개설 안내영상 : https://bit.ly/3t2FTqi

※ 본 상품의 금리는 2022.10.19.(수).기준입니다.
※자세한 사항은 홈페이지/앱 상품페이지 참고 바랍니다.
※이 예금은 예금자보호법에 따라 예금보험공사가 보호하되, 보호한도는 본 상호저축은행에 있는 귀하의 모든 예금보호대상 금융상품의 원금과 소정의 이자를 합하여 1인당 “최고 5천만원”이며, 5천만원을 초과하는 나머지금액은 보호하지 않습니다.
※계약 체결 전 상품설명서 및 약관을 확인하시기 바랍니다.
※해당 상품에 대해 충분한 사전 설명을 받을 권리가 있으며, 설명을 이해한 후 거래하시기 바랍니다.
※법적 지급 제한 등이 등록되거나 사고신고가 등록된 경우 잔액의 출금/입금/해지가 제한됩니다.

고객센터: 1577-1771 (평일09:00~18:00)
무료수신거부 : 080-850-1771
상상인저축은행 준법감시인 심의필 2022-064호 (22.10.18~23.10.17)",['문자안왔는데 좋은정보감사해요ㅎ댓쓰는도중 문자왔네요']
상상인플러스저축은행 적금, 상상인저축은행 뱅뱅뱅 33.2% 정기적금 이벤트 ,2021.12.16. 11:00,"상상인 저축은행 룰렛 이벤트기간: 12.20~12.31하루에 한번 룰렛 돌릴수 있음 매일 돌리면 12회 돌릴수있음​-뱅뱅뱅 33.2% 정기 적금(32명) 100만원씩 6개월 만기    -뱅뱅뱅 3.32% 정기 적금(150명)  100만원씩 6개월 만기-뱅뱅뱅 3.32% 정기 예금(150명)  500만원 6개월 만기​참여상 스타벅스 따뜻한 아메리카노 커플 세트 (332명)​낚시성 이벤트는 맞는거 같습니다..셋중에 하나라도 걸리면 이득



 








상상인저축은행
복잡한 뱅킹말고 뱅뱅뱅 상상인디지털뱅크
www.sangsanginsb.com






 



​",['33.2%? 어마하네요']
상상인플러스저축은행 적금, [첫 예금] 크크크 회전정기예금 상상인플러스저축은행 ,2022.03.19. 23:34,인생 첫 예금!기준금리 인상으로 앞으로도 금리인상 될거같지만토스에 돈 놀리느니 그냥 지금 제일 높은 상상인플러스저축은행 크크크 회전정기예금 들었습니다!​신협이나 새마을은 특판 3%도 보이는데 뭔가 복잡해서 손이 안가더라구요..좀더 공부하고 해봐야겟습니다!,['저는 크크크 예금 들었더니 신협 3%예금을 나중에 발견했지 뭐에요ㅎㅎ\n요즘 금리 높은 거 찾기 힘드네요ㅠㅠ']
상상인플러스저축은행 적금, 뱅뱅뱅 상상인저축은행 금리 11% 정기적금 (최소 거래 고객대상) 오픈 ,2021.09.11. 16:06,"상상인저축은행 금리 11% 정기적금 (최소 거래 고객대상) 오픈했네용저는 기존 사용자라 적용이 안되지만!신규 가입자 분들에게는 좋은 적금이네용!기간내에 가입 해보세용​​가입조건 / 최초 거래 고객 대상/만19세 이상 내국인 (본인명으로 휴대폰 소지자)가입기간 2021년 9월11일 am11시 오픈~2021월9월30일까지적용금리 11%납입금액 월1만원~최대 20만원까지계약기간 6개월어플로만 가입가능!​



 














​6개월 동안 월 20만원씩 적금하면세금을 제외하고 치킨값 정도는 벌수있네용!​자세한 내용은 블로그에서 확인하세요!​​​https://blog.naver.com/kimsh4017/222502485817



 








뱅뱅뱅/상상인저축은행 금리 11% 정기적금(최초 거래고객대상)
상상인저축은행에서 무려!! 정기적금 11% 적금이 있다. 가입조건 / 최초 거래 고객 대상/만19세 이상 내국...
blog.naver.com






 



​",['와 금리가 어마어마하네요~']
상상인플러스저축은행 적금, 상상인플러스 저축은행 어떤가요? ,2021.02.04. 10:44,"4천정도 예금넣어두려고 하는데, 1금융권 금리는 그냥 없다고 보면되서 ㅠㅠ저에게는 큰 금액이다 보니, 현재 기준 그나마 상상인플러스 저축은행이 금리가 젤 낫네요.. 리스크가 클까요?5천까지 보장이야 되고 망할 일은 없겠지만? 그래도 불안해서 잘 아시는 분들께 여쭤봅니다.!",['저도 상상인에 3천 들어가 있어요. 5천까지는 예금자 보호가 되니 큰 문제는 없을거에요.참고로 예전에 몇몇 저축은행 문닫았을때 저희 어머니는 이자까지 다 받았다고 합니다.']
상상인플러스저축은행 적금, 상상인저축은행_좀더 기다렸다가 이율 높은 적금 드는게  좋을까요? ,2022.10.24. 18:19,"[Web발신][상상인저축은행] ​▣비대면 상품 (뱅뱅뱅)▶비대면 회전정기예금(회전주기 12개월)-적용이율:5.91연% (세전,복리수익률기준/회전주기별 지급)[단리:5.76%]▶비대면 정기예금 12개월-적용이율:연5.34% (세전,복리수익률기준)[단리:5.21%]​",['뱅뱅뱅 안불안하신가요?']
상상인플러스저축은행 적금, 상상인저축은행이랑 상상인플러스저축은행은 서로 다른 은행인가요? ,2021.03.19. 14:37,상상인저축은행이랑 상상인플러스저축은행은 서로 다른 은행인거 맞나요??로고&간판까지 같아서 헷갈리네요.둘 다 예금자보호 5천만원씩 각각 따로 되겠지요?,['같은 그룹이래요\n각각 보장됩니다']
상상인플러스저축은행 적금, 상상인저축은행  회전정기예금 연6% ,2022.10.19. 09:40,"제목 (광고)[상상인저축은행]예금금리인상 안내[Web발신](광고) [상상인저축은행] 정기예금 금리인상 안내​■ 상품① 회전정기예금(뱅뱅뱅/비대면): 연 6.00% (세전)​② 회전정기예금(창구): 연 5.91% (세전)​▷가입기간: 2년, 3년, 4년, 5년(회전주기:12개월/매 회전주기 단위로 약정이율 변동)▷이자지급시기: 단리-매월지급, 복리-매 회전주기(12개월)마다 지급​③ 정기예금(뱅뱅뱅/비대면) 12개월: 연 5.81% (세전), 24개월: 연 5.91% (세전)④ 정기예금(창구) 12개월: 연 5.71% (세전), 24개월: 연 5.81% (세전)​▷이자지급시기: 단리-매월지급, 복리- 만기일시지급​■ 가입금액: 10만원이상■ 가입방법: 창구, 상상인디지털뱅크앱 “뱅뱅뱅”, SB톡톡플러스, 인터넷뱅킹   ☞[뱅뱅뱅]앱 설치 바로가기 : https://bit.ly/3qVjc4m​   ☞비대면 계좌개설 안내영상 : https://bit.ly/3t2FTqi​​※ 본 상품의 금리는 2022.10.19.(수).기준입니다.※자세한 사항은 홈페이지/앱 상품페이지 참고 바랍니다.※이 예금은 예금자보호법에 따라 예금보험공사가 보호하되, 보호한도는 본 상호저축은행에 있는 귀하의 모든 예금보호대상 금융상품의 원금과 소정의 이자를 합하여 1인당 “최고 5천만원”이며, 5천만원을 초과하는 나머지금액은 보호하지 않습니다.※계약 체결 전 상품설명서 및 약관을 확인하시기 바랍니다.※해당 상품에 대해 충분한 사전 설명을 받을 권리가 있으며, 설명을 이해한 후 거래하시기 바랍니다.※법적 지급 제한 등이 등록되거나 사고신고가 등록된 경우 잔액의 출금/입금/해지가 제한됩니다.​고객센터: 1577-1771 (평일09:00~18:00)무료수신거부 : 080-850-1771상상인저축은행 준법감시인 심의필 2022-064호 (22.10.18~23.10.17)



 





상상인저축은행
요청하신 페이지를 찾을 수 없습니다. 페이지의 주소가 잘못 입력되었거나, 주소가 변경 혹은 삭제되어 요청하신 페이지를 찾을 수 없습니다. 메인으로 이동
bit.ly






 









[상상인 HOW-TO] 뱅뱅뱅 상상인디지털뱅크 비대면 계좌개설 안내_ver.210913
#뱅뱅뱅 상상인디지털뱅크 비대면 계좌개설 관련 동영상 안내입니다.더 쉽고 빠르게!, #상상인저축은행을 이용해 보세요!
bit.ly",['드디어 6%가 나왔군요 ㅋ']
상상인플러스저축은행 적금," 상상인저축은행-기존가입자 뱅뱅뱅 인앱 이벤트 ""계열사 상품ㅋㅋㅋ 777적금 7개월 7%""가입가능 ",2022.01.19. 11:53,상상인 저축은행 이용하시는분들   링크해서 들어가면 첫 페이지 우측상단 계열사 상품 클릭ㅋㅋㅋ적금 가입 가능.아쉬워했던분들  좋은기회가 왔네요^^,"['이율은 높으나... 세후이자 약27,500원 이걸 위해 적금에 가입해야 할까요?']"
상상인플러스저축은행 적금, 상상인플러스 정기예금 6% ,2022.10.18. 18:19,") [상상인플러스저축은행] 정기예금 금리인상 안내​■ 상품  ① 회전정기예금(크크크/비대면): 연 6.00% (세전) ② 회전정기예금(창구): 연 5.91% (세전)  ▷가입기간: 2년, 3년, 4년, 5년(회전주기:12개월/매 회전주기 단위로 약정이율 변동) ▷이자지급시기: 단리-매월지급, 복리-매 회전주기(12개월)마다 지급 ​③ 정기예금(크크크/비대면)  - 12개월: 연 5.81% (세전)  - 24개월: 연 5.91% (세전) ④ 정기예금(창구)  - 12개월: 연 5.71% (세전)  - 24개월: 연 5.81% (세전)  ▷이자지급시기: 단리-매월지급, 복리- 만기일시지급  ​■ 시행일: 2022.10.19 (수)■ 가입금액: 10만원이상 ■ 가입방법: 창구, 상상인플러스디지털뱅크앱 ""크크크”, SB톡톡플러스, 인터넷뱅킹  ※ 자세한 사항은 홈페이지/앱 상품페이지 참고 바랍니다. ※ 이 예금은 예금자보호법에 따라 예금보험공사가 보호하되, 보호한도는 본 상호저축은행에 있는 귀하의 모든 예금보호대상 금융상품의 원금과 소정의 이자를 합하여 1인당 “최고 5천만원”이며, 5천만원을 초과하는 나머지금액은 보호하지 않습니다. ※ 계약 체결 전 상품설명서 및 약관을 확인하시기 바랍니다. ※ 해당 상품에 대해 충분한 사전 설명을 받을 권리가 있으며, 설명을 이해한 후 거래하시기 바랍니다. ※ 법적 지급 제한 등이 등록되거나 사고신고가 등록된 경우 잔액의 출금/입금/해지가 제한됩니다. ​고객센터: 1600-2100 (평일09:00~18:00) 무료수신거부 : 080-832-4120 (수신자부담) 상상인플러스저축은행 준법감시인 심의필 제2022-A-028호(2022.10.19~2023.10.18)",['ㅋㅋㅋ만 그런가요? 혹시 뱅뱅뱅도 같이 인가요?']
상상인플러스저축은행 적금, 상상인저축은행이랑 크크크랑 서로 다른건가요?? ,2022.10.18. 23:43,제가 지금 저축은행 처음이라ᆢ​헤매고있어요​이게 서로 각자 달라서 두개를​각각 예금자보호 되는 선에서 가능하다는데​그럼 서로 다른 은행인건가요??​ㅋㅋㅋ는 뭐고 상상인은 뭔가요​sb톡톡을 깔아서 검색해보니​상상인은 나오는데 ㅋㅋㅋ는 안보여서​뭐가 뭔지 모르겠어요ㅠ,['상상인이랑 상상인플러스 이렇게요']
