상품명,제목,날짜,본문,댓글
인천저축은행 예금, 인천저축은행 가입했는데 (해결완료) ,2022.10.21. 13:19,가입하고 입금도 다 했는데 가입한 내역이 확인이 안되네요 멘붕~~,['저 입금하고 30분 걸려 완료문자 오고 확인되었어요. 제가 오전시간대 했으니 아마 지금하셨으면 시간 더 많이 걸리실수도..']
인천저축은행 예금, 상상인플러스저축은행 이체한도 제한 ,2022.02.05. 20:29,"상상인플러스저축은행 금리가 높아서(24개월 자유적립예금 2.65%)가입하려고 보통예금에320만원을 이체하였습니다.BIS를 검색중에 작년에 좋제 않은 기사가 검색되어, 예금가입을 포기하려고 320만원을 다시다른 은행 계좌로 이체하려고 했더니, 이체한도에 걸렸습니다.1회 이체한도 10만원.. 1일 이체한도 50만원 급여생활자임을 증명해야 이체한도를 해제할수 있네요(저는 전업주부입니다ㅜ.ㅜ.)어쩔수 없이 오늘(2/5) 10만원씩 5번 이체하였습니다. 오늘(2/5) 10만 * 5번 (50만원/320만원)내일(2/6) 10만 * 5번(100만원/320만원)2/7 10만 * 5번(100만원/320만원)2/8 10만 * 5번(150만원/320만원)2/10 10만 * 5번(200만원/320만원)2/11 10만 * 5번(250만원/320만원)2/12 10만 * 5번(300만원/320만원)(ㅋㅋㅋ 적금(20만원) 있어서 20만원은 남겨 두려구요)제가 오늘 무슨 저지른 건지.....ㅜ.ㅜ​혹시, 다른 효율적인 방법 아시면 도와주세요 ...​ http://www.megaeconomy.co.kr/news/newsview.php?ncode=1065605370914290



 








상상인저축·상상인플러스저축···금감원,′′BIS비율 과대 산정·연체율 급증′′
지난해 6월말 기준 연체여신비율 업계 평균 크게 초과담보가치 하락 여신 만기연장 심사 허술
www.megaeconomy.co.kr






 



​",['오픈뱅킹으로 해보세요']
인천저축은행 예금, 상상뱅크 전국구 예금 현재 최고이율  ,2021.08.16. 13:45,"오늘 전국구 다 클릭해봣네요 ㅋㅋ서울(동대문 동작구 서대문구) 인천 (미추홀구) 대구 제주 (몇지역더잇는데 일단 간추려서~) 2.04%+0.3우대이율=2.342.04프로를 넘는곳이 없네요 ㅠㅠ 저축은행으로 옮겨가야 하나봐요 ㅠㅠ현시점기준 스마트저축은행이 복리로 2.52 던데..스마트저축은행 괜찮을까요?!!ㅠㅠ 의견좀...ㅠㅠ



 














​​",['신협온뱅크로 신목신협에서 가입하면 유니온정기예금 12개월~23개월기간으로 가입시 별도 조건없이 연 2.75%입니다.']
인천저축은행 예금, 스마트저축은행 2.67% ,2021.09.29. 11:14,20일 통장개설에 걸려서정기예금전용계좌로 가입했습니다.,['좋운 정보 감서해요']
인천저축은행 예금, 현 재정상태 확인 및 앞으로 저축에 대한 조언 부탁드립니다. ,2023.04.17. 15:55,"안녕하세요. 20대 중반 사회 초년생입니다.​21년도2월에 대학교를 졸업하고 21년3월 ~ 22년2월 대학교에서 행정조교를 했습니다. 그 후 22년8월 ~ 현재 회사에 재직하고 있습니다.​고등학교때부터 쉬지않고 아르바이트는 계속 해왔었지만 경제에 대한 관념이 크게 없었기에 돈을 버는 족족 친구들과 놀며 전부 소비를 했습니다.​또한 대학교에서 조교생활을 하던시절 코인투자에 빠져 얼마 안되긴 하지만 벌었던 월급을 거의 다 잃기도 했구요.​그래서 앞으로는 저축을 잘 해야겠다 싶어 작년 10월 월재연에 가입해 틈틈히 게시글들을 보며 저축에 대한 방식을 배우고 있습니다. ​현재 제 재정상태에 대한 공유와 선배님들의 조언 및 충고를 통해 더욱 올바른 저축을 하고 싶어 게시글을 작성하게 되었습니다.​현재 저는 아래와 같은 재정상태를 보유하고 있습니다.



 














세후 월급은 230만원 정도이며,고정지출 비용은                      - 휴대폰요금 42,940원                     - 실비보험 6,802원                     - 교통비 60,000원                     - 데이트 교통비 108,000 (여자친구 대전 자취중, 저는 인천 거주중입니다. 월 3회 왕복 고속버스비용)                     - 데이트비용 300,000​유동지출 비용은                      - 개인용돈 10만원 ~ 50만원 (어림잡아 계산하였지만 정확한 소비에 패턴이 존재하지 않습니다. 퇴근 후 가끔 군것질을 하거나, 지인들을 만나서 술 마시는거 외에는 거의 사용하지 않습니다. )22년 10월 49만원22년 11월 41만원22년 12월 47만원23년 1월 5만원23년 2월 5만원23년 3월 55만원​고정 저축금액은                     - 주택청약 100,000원                     - 청년희망적금 500,000원                     - 신협은행 정기적금 700,000원​간단하게 정리하면 월 실수령액 230만원가량                         월 지출금액 50~100                         월 저축금액 1,300,000                         그 외 남는 금액은 저축하거나 다음달에 돈이 부족하면 사용함위와 같습니다.​현재 빌려준돈 포함 약 2,300만원 정도 저축하였으며, 목표는 30살까지 1억원 저축을 목표로 하고있습니다.​앞으로의 저축 계획은 아래와 같습니다.주택청약 계속 10만원씩 저축청년희망적금, 신협정기적금은 만기시 예금으로 돌리고 새롭게 적금을 추가남는 금액은 우선 파킹통장 보관 및 어느정도 금액이 차면 예금으로 전환​두서없는 글 읽어봐주셔서 감사합니다. 댓글로 조언도 해주시면 정말 감사하겠습니다.",['지금 자산에 4년 정도 월 130만 정도 모으면 이자 포함 1억의 종자돈 마련이 가능할 듯 싶어요. 꾸준히 모으시고 포기만 하지 않는다면 그 다음 목표 이룰 수 있을거예요. 기특한 젊은이네요.']
인천저축은행 예금, 미성년자 적금만기시. ,2023.02.03. 12:41,제목 그대로 고등학생아들이 다음주에 적금 만기(저축은행)가 되어  0.01%라도 높은곳으로 바꿀려고하는데 지금 mg에 나와는 더뱅킹이 가입이 가능한가요??? 공인인증서를 발급이되나요? 인천은 mg가 이율이 제일 높던데..(금액이 크지않아서요.),['미성년자는 신분증이 없어서 안되는거같아요 울애도 고딩인데 새마을금고에 가서 제가 예금통장 만들엇어요']
인천저축은행 예금, 11월 17일 (수) 개장전 주요이슈 점검 ,2021.11.17. 07:22,"▶개장전 주요이슈점검​● 뉴욕증시, 11/16(현지시간) 기업 실적 및 소매판매 호조 등에 상승… 다우 +54.77(+0.15%) 36,142.22, 나스닥 +120.01(+0.76%) 15,973.86, S&P500 4,700.90(+0.39%), 필라델피아반도체 3,859.40(+1.73%)● 국제유가($,배럴), 국제 원유 공급 증가 기대감 등에 약보합… WTI -0.12(-0.15%) 80.76, 브렌트유 +0.38(+0.46%) 82.43● 국제금($,온스), 차익실현 매물 등에 하락... Gold -12.50(-0.67%) 1,854.10● 달러 index, 소매 판매 호조 등에 강세... +0.53(+0.56%) 95.94● 역외환율(원/달러), +5.52(+0.47%) 1,184.17● 유럽증시, 영국(-0.34%), 독일(+0.61%), 프랑스(+0.34%)● 美 11월 주택시장지수 83…월가 예상 상회● 美 9월 기업재고 0.7%↑…월가 예상 상회● 美 10월 산업생산 전월比 1.6%↑…예상치 큰 폭 웃돌아● 美 10월 수입물가 전월比 1.2%↑…에너지가격 급등● IEA ""유가 상승압력 완화 가능성...공급이 수요 따라잡고 있어""● 파우치 ""코로나, 내년 美서 토착병 될수 있어…부스터샷이 핵심""● 홈디포, 3분기 매출 368억2천만달러…전년동기대비 9.8% 증가● 모건스탠리 ""메타버스 속 명품 시장 규모 2030년에 570억달러""● 퀄컴 ""對 애플 반도체 공급, 향후 몇 년 소폭 감소""● 전기차 스타트업 루시드그룹, 3분기 실적 발표 후 20% 급등● 월마트 3분기 매출 1천405억달러…월가 예상 상회● 마켓워치 ""비트코인 등 '가상화폐 혹한기' 왔나…50일 이평선 주목""● 골드만삭스, 사우스웨스트항공 투자의견 하향 조정● 크레디트스위스, 마이크로소프트 비중확대 의견 제시● 바이든, 주말까지 차기 연준 의장 지명…파월 연임할까● 미 재무부 부장관 ""코로나 완전 해결 전까진 물가 높을 것""● RBA 총재 ""향후 18개월 인플레 완화할 것…첫 금리 인상은 2024년 이전""● 英 7~9월 실업률 4.3%로 하락● 오후 9시까지 전국서 2천813명 확진…17일 3천명 웃돌듯● 전국 맑다가 오후부터 구름 많아져…낮 최고 12∼17도 포근​[기업/산업]● 이해진, 유럽 벤처에 5400억 투자● 현대ENG, KG ETS 폐기물부문 인수전 참여…친환경 사업 진출 추진● 삼성重 건조 세계 4번째 FLNG, 모잠비크로 출항● SK㈜ ""美 유전자·세포 치료제 CDMO CBM社와 독점 투자 협상중…연내 종료""● 현대차·인천공항·현대건설·KT·대한항공 'UAM 어벤져스'로 뭉쳤다● GS에너지, UAE 블루 암모니아 개발 참여…수소 연 3만t 확보● 中출발 美 해상운임 일주일새 20% 급락…물류대란 숨통 트이나● ""환경영향 검증안돼""…산업용 요소수 차량용 전환은 일단 보류● 이번엔 마그네슘 대란?...韓 아직은 괜찮지만 ""대체기술 찾아야""● SK, 먹는 코로나 치료제 위탁생산● 전기차 시대 열렸는데…현대차가 내연기관용 배터리에 관심 갖는 이유● 은행·보험·증권업 허가 따로…이래선 외국계 유치 힘들어● 캐나다 노바스코샤은행도 한국 떠난다● 삼성전자의 파격…직급 완전히 없앤다● 시장원리 무시한 '原乳값 연동제' 8년 만에 폐지● 정유업계 '부캐'가 더 바빴다···'풀가동'도 모자랐던 윤활유● 은행, 메타버스 딜링룸 열고 아바타 모델 채용● '실손보험 자동 청구' 이번엔 국회 문턱 넘나● 저축은행 예금금리 올렸다.. ""내년 대출 위한 실탄 확보""● 은행 3분기까지 이자수익 33조원● 대만 도시철도 수주…현대로템 2078억 규모● CJ프레시웨이 ""1위 외식파트너 도약""● '대한항공의 아시아나 인수' 베트남도 승인● 카카오, 한글 특화 인공지능 공개…네이버와 '토종 AI 경쟁' 불붙었다● ""삼성처럼 못만든다"" 구글, 폴더블폰 개발 '백기'● 삼성, SW 업데이트…구형 갤럭시워치도 최신기능 사용● 이성열 SAP코리아 대표 ""中企 해외진출 돕는 B2B의 넷플릭스 될 것""● ""테슬라 끝장낸다""…완성차 톱5, 백만볼트급 전기차 반격● 삼성 美반도체공장, 테일러市로 기우나● 카톡 채널 활용 '수수료 제로'…개방형 상거래 플랫폼 나온다● 네이버, 대면 이사회…17일 차기 CEO 선정● 中 리스크 벗었다? 배그 뉴스테이트 흥행의 숨은 의미● '대박' 꿈꾸며 산 제약·바이오株…현실은 신약개발 10.5년, 성공률 7.9%● ""UV LED 특허 침해""…서울바이오시스, 佛 조명기업 제소● ""K치킨이 온다""…하와이 호놀룰루 1호 매장 열자마자 '들썩'● ""23년째 생수 1위 제주삼다수…R&D 확대로 품질 초격차""● 年 30% '폭풍성장'…백화점 가전 무서운 질주● 야외활동 증가에…신세계百 ""가을 캠핑·아웃도어 상품 매출↑""● 한국콜마 윤동한 회장 복귀…신성장사업·해외 전략 지원● MBK, 8천억에 산 日최대 골프체인 4조에 판다● 새내기株 초강세…지오엘리 사흘연속 상한가● 플랫폼 사업모델 투자 ETF 나왔다● 메타버스 열풍, IT기기·엔터까지 번졌다● 주가 30% 빠진 철강株…""피크아웃 우려 과도""● '가전 반도체' KEC, 전기차 수혜주 뜬다● K메타버스 ETF 수익률, '원조' 美 META 넘었다● NFT에 中 판호 발급 기대…게임주, 일제히 '고공비행'● 3분기 부진에도 웃는 주류株…""돌아온 회식에 연말 대목까지""● 코넥스 신산업 릴레이 비대면 IR 22~24일 개최● PCB 만드는 코리아써키트, 주가 한달새 50% 뛴 까닭● ""9개월 만에 1800%""…업비트로 '1조 돈방석' 앉은 증권사● 온세미컨덕터, 車반도체 부족에 '씽씽'…""4분기도 전망 밝다""● 내달 상장 미래에셋글로벌리츠…""1.1조원 해외 부동산 매입 준비""● '국민 MC' 유재석도 카카오엔터 주주인데…왜 유희열만 공시됐나● BTS 이어 트와이스까지…K팝 월드투어 본격 재개​[경제/증시/부동산]● 코스피, 개인·기관 매도에 0.08% 하락…3,000 문턱 못 넘어● 사상 첫 1천억 달러 돌파한 외화예금…연말 달러-원 하락 재료될까● ""법인세 인상 영향 작아""…美러셀2000지수 한달새 6% 쑥 ● 기재부 ""올해 초과세수 19조원…손실보상 등에 활용""● WTO ""공급난에 글로벌 무역 둔화""● 메리츠금융·카카오페이, 내달 '코스피 200' 편입 기대● 넘사벽 아파트값에…6년새 340만명 서울 떠나 ● 노후 고양 옛도심에 상업·공공시설 첫삽● 무주택 가구 900만 넘었다● ""무주택자 늘어난다는데""…집 가진 10명중 3명은 다주택자● GTX-A 운정~서울역, 삼성~동탄 구간 연결 10개월 앞당긴다● 여의도 목화, 독자 재건축 추진 ""한강뷰 확보…통합사업 반대""● 개포 1단지 재건축 조합보유분 입찰● 코로나 이후…""집 살때 내부 평면구조 가장 중요""​[정치/사회/국내 기타]● 서울, 코로나 역대 최다 확진…밤 9시까지 하루 1380명 기록● 위중증 495명 또 역대 최다…수도권 추가 병상 확보 '비상' ● 尹과 지지율 격차 갈수록 커져…""이재명 위기"" 터져나온 與● '이재명 지원금' 압박 위해 '기재부 국정조사' 꺼낸 與● 與野 ""中企 가업상속 돕자""…'상속공제제도 개선' 한목소리● 李 비판한 글 인용 보도에 '주의' 조치…논란 자초한 선관위● 尹, 선대위 인선 막판 고심…'원톱' 김종인과 최종 협의● 돌아온 나경원, 윤석열 공동선대위원장 맡는다● 경항모 도입 차기정부로 넘어갈 듯 ● 韓외교차관, 美 인사 앉혀놓고 ""中은 중요 파트너"" 강조해 눈살● 한달여 잠행 깨고 '혁명성지' 찾은 김정은● ""뽑을 사람이 없어서""…금값된 배춧값● '도이치모터스 주가조작' 권오수 회장 구속​[국제/해외]● 인플레 불안에…金 5개월만에 최고가● 구글, 호주 디지털 인프라에 5년간 10억 호주달러 투자● ""테슬라 맞수 리비안 2배 됐다는데""…머스크에 속터지는 서학개미● 바이든 ""대만독립 반대""…美·中 갈등 숨고르기● 미중회담 다음날…""미, 베이징올림픽 외교적 보이콧 검토"" 보도● 바이든 ""얼굴 맞대고 또 만나길""…시진핑 ""오랜 친구 보게돼 행복"" ● 바이든 ""中, 불공정 무역 관행""…習 ""안보 이용 中기업 때리지말라""● 코로나 내내 참았던 버핏…슬그머니 담은 2개 종목● 모건스탠리 ""내년 美증시 하락장…유럽·日 주목해야"" ● 코로나 겨울철 대유행 조짐에…美·유럽 '부스터샷' 확 늘린다● 로열더치셸 본사, 英으로 이전한다● 美 ""러, 위성요격 미사일 시험 무책임"" 맹비난● 이란 ""해외 자금 4조원 동결 풀려""● 리커창 ""中은 현금 안뿌렸다…각국 거시경제정책 조정해야"" ● 中 빅테크 규제 강화…국가반독점국 신설",['']
인천저축은행 예금, 통장쪼개기! ,2020.11.28. 18:55,"이전 직장 때 했었는데, 현 직장에서 다시 체크해보는 통장쪼개기 업데이트!​1. 급여통장 : 국민은행 KB종합통장-보통예금 - 고정지출 항목 : 생활비, 주택청약 자동이체 - 타행이체 수수료 면제여부 : o(오픈뱅킹 혜택)​2. 지출통장 : 국민은행 KB락Star통장-저축예금 - 변동지출 항목 : 쇼핑..교육, 문화비........ - 체크카드 명칭 : 락star체크카드 (+인천이음카드) - 체크카드 잔액통보 SNS 신청여부 : x - 타행이체 수수료 면제여부 : o​3. 비상금통장 : 카카오뱅크 입출금통장 (+세이프박스) - 비상금마련 목표 : 500 만원 ​4. 투자통장 : 새마을금고 상상모바일통장  - 투자 금융상품 : 상상뱅크 예적금, 하나더적금​5. 기타 - 활동성 입출금 계좌(한도제한 없음) : 하나은행, 수협",[]
인천저축은행 예금, 올해의 첫재테크  성공적인듯 ,2021.12.03. 05:38,"제가 작년까지 투자라는건 하나도 안하다가 올해30살(=계란 한판)부터 딱 투자를 시작했습니다​저의 투자는 딱 4가지 하고있어요...​1번째투자- 올해4월에 인천학익역세권에 시티오씨엘이라는 대기업3시가 건설하는 아파텔 지하4층~지상46층 총902세대 청약넣어서 줍줍으로 하나 분양받았구요24년에 송도역에 경부선ktx가 깔리고 월판선전철이 또한 깔린데요..그리고 다양한 인프라까지직접 건설현장까지 전철타고 가보니 홈플.cgv.대학교.대학병원.경찰서 등 많더라구요​2번째 투자- 주식투자삼전.현대차.기아차.현대로템.현대건설 등 우량대기업 위주 매수했는데 제가 휘청거리는주가에 그만 자괴감 느껴서 2번째 투자는 실패-->아파텔 대출한게있어서 안정성있게 자금 다 모으고 미국ETF를 장기적으로 투자해보려구요지금은 주로 공모주위주로 투자하고있고 100만원정도 번거같네요​3번째투자- 예/적금현재3개의 적금과 어제 하나의 예금을 들었습니다은행은 5천만원까지 예금자보호가되니 전 그점에 맞추고또 24년말에 아파텔 대출금 일시상환해야해서 그 타이밍에 맞춰 만기가되도록 했습니다1.웰컴저축은행월 납입금:135만     20만담보       : 3년         2년금리      :  3.1         3.3이자       150?         ?​2. 에큐온저축은행사진첨부로 대체해요



 














이자:307만원​3.영업일20일 제한 풀리면 신협적금 금리높은거3/2년 두개 세팅하게요​3년뒤 총 세후이자가 8.900정도 되더라구요꽤 쏠쏠하죠​​4번째 투자->코인투자요즘 코인으로 젊을때 정년퇴직하는사람 부럽더라구요저는 솔직히 도박이라는 코인은 내돈주고 못하겠어요대신 휴대폰 무료채굴로 코인 매일 채굴하고있구요관련카페.유튜브.텔레그램.카톡 등 하면서 향후 돈될 코인위주로 재테크하고있습니다​​​29살까지는 머했냐싶지만 지난날  되감기할수도없잖아요요즘은 시간나면 유튜브로 코인채널 보고있고 금융상품이나 irp나 연금저축보험이나 또는 부동산관련서적을 사서보곤해요​",['부지런히 살고 계시군요 >< 청약 축하드려요!저도 코인 매달 만원씩 투자하려고 하는데 무료도 찾아봐야겠어요 ㅎㅎ']
인천저축은행 예금, 서귀포동부신협 3개월 6.5% ,2022.11.15. 18:00,"문자온거 전달해봐요.내일부터 시작이니 12시 이후일까요?시간도 좀 같이 표시해주면 좋겠어요



 



첨부파일

11008－13019＿2022년도 상반기요약공시.pdf

                                null
                                
파일 다운로드



내 컴퓨터 저장




네이버 MYBOX에 저장",['여기 경영실태평가 참고하세요\n정보 감사합니다 \n서귀포신협 입출금 만들었는데 바꿔야겠어요ㅎㅎ']
인천저축은행 예금, 6% 인천저축은행 6개월 예금 만기 ,2023.04.21. 08:14,비록 6개월 예금이지만 올해 첨으로 6% 예금 만기가 돌아 왔네요.작년 10월 19일부터 저축은행이 매일 이자를 갱신하던 시기에 혹시나 더 오를 까봐 보험으로 들어놨더니..역쉬나~그래도 6%라 작년 3월 3%대 예금 1년치랑 엇비슷한 이자라 고금리의 힘을 느낍니다.담주 청구동 새말금고는 8%ㅋㅋ... 늘 그렇듯 좋던 시절은 금방 지나가네요.​​​,['저도 4개월 남았습니다!!']
인천저축은행 예금, 인천저축은행 3개월 5.7% 가입하신 분? 만기일 지났는데ㅠ ,2023.01.24. 14:48,"e-보다정기예금 단리식인데요! 계약일 10월21일이었고 납입기간 3개월이라 1월21일에 원리금 자동해지 이체되는줄 알고 있었는데, 입금 안 들어오네요ㅠ예금계약서 다시 살펴보니 납입일이 23년2월21일로 나와있고, 어찌된 영문인지 모르겠네요ㅠ 계약기간 이후에는 금리 제대로 적용도 안해줄거 같은데...혹시 해결방법 아시는 분 계실까요?",['휴일이라 해지안되는듯요\n내일 찾으심될듯\n지연된만큼 약정이율 더 나와요']
인천저축은행 예금, 10개월후 써야할 여유자금 어떻게 해야 할지 고민이에요 ㅜㅜ 조언부탁드려요~ ,2022.10.22. 21:30,"​내년 9월에 이사가 예정되어있어서10개월간 자금이 붕 뜨는데요~​어제 오늘 2개 예금을 가입했습니다.1. 인천저축은행 10개월 6.0%(복리) 4,8002. 고려저축은행 10개월 5.8%(복리) 4,800​11월에 금리가 더 오를거 같아서정말 많은 고민을 하고 들긴했는데​선택1) 그냥 위에 든 예금을 해지하고 한달정도 다올저축은행 자유해지 예금(4.5%)우리금융저축은행 더마니드림 예금(4.5%)위에 두개 들고 관망하다가금리가 좀더 올라가면 그때 들어가는게 나은지선택2)아니면 그냥 어제 오늘 든 예금 유지가 맞을지​아직까지도 갈피를 못잡고 고민중이라어떻게 하는게 더 나을지 의견 들어보고 싶네요.의견 부탁드려요^^",['고려저축은행 sb톡톡으로만 되나요? 홈피로 가니 6개월 5.8%짜리가 안보이네요.']
인천저축은행 예금, 하나저축은행 비대면계좌해지 ,2022.10.19. 23:53,어디서 하는지 아시는분 있나여?아무리 찾아도 안 보이네요ㅠ낼 하나저축에서 예금 가입하려고 계좌개설 했는데 하나에서 예금 가입 이유가 없어졌네여,['아우\n저도\nhb저축 \n해지하려는데\n도대체 어디에 있는지 \n해매고 찾고 있는중 이네요 ㅠㅠ\n']
인천저축은행 예금, 3000정도 만기 됐어요 ,2022.11.29. 17:55,"인천인데  신협 1년 정기예금 5.5%네요저축은행은 6%정도.. 세금우대 해보니 세후는 신협이 더 좋네요 ​신협 지금 들어 갈까요?지난 주에 기준금리 올랐으니,, 잠시 기다렸다기 들어가야 하나요?​인천에 더 주는데 있으면 추천도 부탁드려요",['신협6프로대 있던데..더 알아보심이^^']
참저축은행 예금, 애큐온저축은행 플러스자유예금 연 4% (~2천만원) ,2023.10.27. 21:18,"애큐온저축은행에서 최근에 새로운 파킹통장 상품을 출시했네요;머니모으기 말고 완전 새로운 '플러스자유예금'이란 걸 만들어버렸습니다.어딘가 몇몇 은행들이 떠오르는 건 제 착각만이 아닐 겁니다 ㅋㅋ..​2천만원까지 4%니까 현 시점 최강의 파킹통장인 건 맞는데,함정이 한 가지 있습니다. 3,6,9,12월 분기마다 이자 지급입니다 ㅎㅎㅎ그리고 개설하게 되면 20일 제한 걸리구요.​당장 특판 가입할 일 없고, 파킹통장만 필요하신 분들이시면 개설해봄직해보여서 공유해봅니다.","['애큐온에 모바일 자유예금 통장만 있어서 아쉽네요. 상품 전환이 되면 참 좋을텐데..,']"
참저축은행 예금, 작년 6.5% 예금 든게 줄줄이 만기가 다가오네요 ^^ ,2023.09.23. 15:08,"같은 은행 2개 쪼개서 든 이유는 갑자기 먼일이 생겨 목돈이 나가야 할 경우, 하나만 깨서 다 깨지는 불상사를 막기위해서 일부러 나눠서 든거예요. 물론, 여기 저축은행 예금들은 부분해지가 가능하긴해요. 저축은행 예금의 장점이 중도 부분해지가 가능한 상품들이 있어서 그건 참 좋지요. 전액 다 해지안해도 되니까요..",['축하드려요~']
참저축은행 예금, 저축은행 파킹통장 & 정기예금 활용 ,2021.09.09. 17:05,"​ [파킹통장]SBI저축은행 사이다뱅크 입출금통장 : 연1.2%(세전)이자지급일: 매월 1일5천만원 기준 하루에 1,390원 (세후)​[파킹통장]OK저축은행 OK파킹대박통장 : 연1.5%(기본금리)+연0.2%(우대금리)= 최대 연1.7%(세전)(우대금리 내용: 오픈뱅킹 등록시 익일부터 적용)이자지급일: 매 월 셋째 주 토요일 다음날5천만원 기준 하루에 1,970원 (세후)​[1개월 정기예금] 높은 금리+ 단기예금상상인저축은행 뱅뱅뱅 비대면 정기예금 1개월 : 연2.01%(세전)중도해지시 이자율: 0.1%5천만원 기준 만기시 하루에 2,329원 (세후)5천만원 기준 중도해지시  하루에 115원 (세후)​[12개월 정기예금] 높은 금리+ 중도해지까지사이다뱅크 복리정기예금 12개월 : 연2.60% + 만기시 월 복리 0.03% =연 2.63%(세전)중도해지시 이자율: 1.5%5천만원 기준 만기시 하루에 3,047원 (세후)5천만원 기준 중도해지시 하루에 1,738원 (세후)​​사용하고 있는 저축은행 정리해 봤습니다도움이 되셨으면 좋겠네요~​​",['감사합니다']
