,금융회사,상품명,적립방식,세전이자율,세후이자율,세후이자(예시),최고우대금리,실질이자율,이자계산방식,기간,이자지급,비교 공시일,담당부서 및 연락처,우대조건,가입대상.1,가입방법,만기후 이자율,기타유의사항,등급,cluster_num,우대사항정리,급여이체,마케팅동의,자동이체,카드실적,최초거래,주택청약,비대면,영업점,해당은행,이체횟수,만기,변동금리,이벤트,기타,나이,환경,신혼,반려인,직장인,여행
96,KDB산업은행,KDB Hi 비대면 입출금통장,,0.023,,,0.023,,,제한없음,"▪ 월원가식
▪ 매월 넷째주 금요일(비영업일의 경우 전영업일)의 다음 영업일에 원금에 이자를 더함",,,,실명의 개인(개인사업자 및 임의단체 제외)으로 만 17세 이상의 국민인 거주자,온라인,,"￭ 이 설명서는 금융소비자보호법 및 한국산업은행의 내부통제기준에 따라 금융상품에 관한 중요한 사항을 이해하기 쉽도록 설명하기 위해 제공되는 자료로서, 상담일 이후 시장상황, 가입금액, 계약기간 등의 변경에 의하여 일부 내용이 달라질 수 있습니다.
￭ 상기 이율은 ‘23. 5. 2. 현재 기준이며, 시장금리동향 등에 따라 변경될 수 있습니다.
￭ 이 상품은 한국산업은행 수신기획부에서 개발 및 관리하는 상품입니다. 본 상품에 대한 문의사항이 있으시거나 민원 상담이 필요하시면 영업점, 고객상담센터(1588-1500), 금융민원센터(02-787-6700) 또는 인터넷 홈페이지(www.kdb.co.kr)를 통해 문의주시기 바랍니다. 영업점 등을 통해 은행에 접수된 민원은 특별한 사정이 없는 한 14영업일 이내에 처리함을 원칙으로 하되, 기한 연장시 이에 대해 안내드리도록 하겠습니다. 또한 요청을 하시는 경우 민원처리 진행상황을 안내받으실 수 있습니다. 금융소비자는 본 상품에 대하여 당 은행과 분쟁이 발생한 경우에 금융소비자보호법 제36조 제1항에 따라 금융감독원(국번없이 1332)또는 e-금융민원센터(www.fcsc.kr)에 분쟁조정을 신청할 수 있습니다.",2,,우대사항없음,,,,,,,,,,,,,,,,,,,,
97,KDB산업은행,KDB Hi 입출금통장,,0.023,,,0.023,,,제한없음,"▪ 월원가식
▪ 매월 넷째주 금요일(비영업일의 경우 전영업일)의 다음 영업일에 원금에 이자를 더함",,,,"실명의 개인(개인사업자, 임의단체 제외)으로 만 14세 이상의 국민인 거주자, 1인 1계좌",영업점,,"￭ 이 설명서는 금융소비자보호법 및 한국산업은행의 내부통제기준에 따라 금융상품에 관한 중요한 사항을 이해하기 쉽도록 설명하기 위해 제공되는 자료로서, 상담일 이후 시장상황, 가입금액, 계약기간 등의 변경에 의하여 일부 내용이 달라질 수 있습니다.
￭ 상기 이율은 ‘23. 5. 2. 현재 기준이며, 시장금리동향 등에 따라 변경될 수 있습니다.
￭ 본 상품은 미국 시민권자 또는 세법상 미국인인 경우 가입할 수 없습니다. 상품 가입 후, ‘미국 시민권자 또는 세법상 미국인’으로 판명된 경우 미국 국세청에 계좌 관련 정보가 통보될 수 있습니다.
￭ 이 상품은 한국산업은행 수신기획부에서 개발 및 관리하는 상품입니다. 본 상품에 대한 문의사항이 있으시거나 민원 상담이 필요하시면 영업점, 고객상담센터(1588-1500), 금융민원센터(02-787-6700) 또는 인터넷 홈페이지(www.kdb.co.kr)를 통해 문의주시기 바랍니다. 영업점 등을 통해 은행에 접수된 민원은 특별한 사정이 없는 한 14영업일 이내에 처리함을 원칙으로 하되, 기한 연장시 이에 대해 안내드리도록 하겠습니다. 또한 요청을 하시는 경우 민원처리 진행상황을 안내받으실 수 있습니다. 금융소비자는 본 상품에 대하여 당 은행과 분쟁이 발생한 경우에 금융소비자보호법 제36조 제1항에 따라 금융감독원(국번없이 1332)또는 e-금융민원센터(www.fcsc.kr)에 분쟁조정을 신청할 수 있습니다.",2,,우대사항없음,,,,,,,,,,,,,,,,,,,,
98,케이뱅크,플러스박스,,0.023,,,0.023,,,100000만원이하,매월 넷째주 토요일,,,,당행 입출금통장을 보유한 실명의 개인 및 개인사업자(1인 최대 10계좌),온라인,,"￭ 이 예금의 해지 시 원금 및 이자는 연결계좌로 이체 처리됩니다.
￭ 계좌이동서비스, 계좌통합서비스 등 일부 서비스가 제한 될 수 있습니다.",2,,우대사항없음,,,,,,,,,,,,,,,,,,,,
99,KDB산업은행,KDBdream Account,,0.022,,,0.022,,,제한없음,"▪ 월원가식
▪ 매월 넷째주 금요일(비영업일의 경우 전영업일)의 다음 영업일에 원금에 이자를 더함",,,,실명의 개인(개인사업자 및 임의단체 제외),영업점,,"￭ 이 설명서는 금융소비자보호법 및 한국산업은행의 내부통제기준에 따라 금융상품에 관한 중요한 사항을 이해하기 쉽도록 설명하기 위해 제공되는 자료로서, 상담일 이후 시장상황, 가입금액, 계약기간 등의 변경에 의하여 일부 내용이 달라질 수 있습니다.
￭ 상기 이율은 ‘22. 12. 01. 현재 기준이며, 시장금리동향 등에 따라 변경될 수 있습니다.
￭ 이 상품은 한국산업은행 수신기획부에서 개발 및 관리하는 상품입니다. 본 상품에 대한 문의사항이 있으시거나 민원 상담이 필요하시면 영업점, 고객상담센터(1588-1500), 금융민원센터(02-787-6700) 또는 인터넷 홈페이지(www.kdb.co.kr)를 통해 문의주시기 바랍니다. 영업점 등을 통해 은행에 접수된 민원은 특별한 사정이 없는 한 14영업일 이내에 처리함을 원칙으로 하되, 기한 연장시 이에 대해 안내드리도록 하겠습니다. 또한 요청을 하시는 경우 민원처리 진행상황을 안내받으실 수 있습니다. 금융소비자는 본 상품에 대하여 당 은행과 분쟁이 발생한 경우에 금융소비자보호법 제36조 제1항에 따라 금융감독원(국번없이 1332)또는 e-금융민원센터(www.fcsc.kr)에 분쟁조정을 신청할 수 있습니다.",2,,우대사항없음,,,,,,,,,,,,,,,,,,,,
100,애큐온저축은행,애큐온모바일자유예금,,0.02,,,0.022,,,제한없음,"분기 별 이자를 결산기준일에 결산하여 세금 공제 후 원금에 가산
결산기준일 : 3, 6, 9, 12월의 세번째 금요일",,,"비대면가입, 은행앱사용",개인 : 1인 1계좌,온라인,,"• 이 설명서는 「금융소비자 보호에 관한 법률」 제19조제1항, 동 법 시행령 제14조제1항에 따라 금융상품에 관한 중요한 사항을 이해하기 쉽도록 설명하기 위해 약정 전에 제공되는 자료로서, 상담일 이후 가입금액, 계약기간 등 변경에 의하여 일부 내용이 달라질 수 있습니다.
• 이 상품은 Regional Sales부문(Treasury팀)에서 관리하는 상품입니다.",4,," 
* 비대면 : 0.1% [모바일뱅킹으로 신규 가입]
* 해당은행 : 0.1% [애큐온멤버십플러스 가입, 해당 월 초일(가입일)부터 말일까지의 조건 충족시 적용]",,,,,,,0.1%,,0.1%,,,,,,,,,,,
101,애큐온저축은행,애큐온다모아자유예금,,0.022,,,0.022,,,1000만원이하,"월단위 이자를 계산기준일에 결산하여 세금공제후 원금에 가산함
결산기준일 : 매월 세번째 금요일",,,,개인 : 1인 1계좌,온라인,,"• 이 설명서는 「금융소비자 보호에 관한 법률」 제19조제1항, 동 법 시행령 제14조제1항에 따라 금융상품에 관한 중요한 사항을 이해하기 쉽도록 설명하기 위해 약정 전에 제공되는 자료로서, 상담일 이후 가입금액, 계약기간 등 변경에 의하여 일부 내용이 달라질 수 있습니다.
• 이 상품은 Regional Sales부문(Treasury팀)에서 관리하는 상품입니다.",4,,우대사항없음,,,,,,,,,,,,,,,,,,,,
102,애큐온저축은행,애큐온다모아자유예금,,0.001,,,0.022,,,1000만원초과,"월단위 이자를 계산기준일에 결산하여 세금공제후 원금에 가산함
결산기준일 : 매월 세번째 금요일",,,,개인 : 1인 1계좌,온라인,,"• 이 설명서는 「금융소비자 보호에 관한 법률」 제19조제1항, 동 법 시행령 제14조제1항에 따라 금융상품에 관한 중요한 사항을 이해하기 쉽도록 설명하기 위해 약정 전에 제공되는 자료로서, 상담일 이후 가입금액, 계약기간 등 변경에 의하여 일부 내용이 달라질 수 있습니다.
• 이 상품은 Regional Sales부문(Treasury팀)에서 관리하는 상품입니다.",4,,우대사항없음,,,,,,,,,,,,,,,,,,,,
103,신한은행,Hey Young 머니박스,,0.001,,,0.021,,,제한없음,"매월 셋째 주 마지막 영업일을 기준으로 결산하여 다음날 연결계좌로 이자를 지급
※ 예금의 이자는 최종거래일로부터 5년이 경과한 날부터는 이자에 원금을 더하지 않고, 계좌해지 또는 추가 입출금 거래 발생일에 일괄 계산하여 지급할 수 있습니다.",,,,만18세 ~ 만29세의 개인고객,온라인,,"- 이 설명서는 금융소비자 보호에 관한 법률 등 관련 법령 및 신한은행의 내부통제기준에 따른 절차를 거쳐 금융상품에 관한 중요한 사항을 이해하기 쉽도록 설명을 하기 전에 제공되는 자료로서 상담일 이후 가입금액 , 계약기간 등 변경에 의하여 일부 내용이 달라질 수 있습니다.
- 이 금융상품을 가입(계약)하시기 전에 ‘금융상품설명서’ 및 ‘약관’을 반드시 읽어보시기 바랍니다.
- 이 금융상품을 가입(계약)하시는 경우 「금융소비자 보호에 관한 법률」 제19조 ①항에 따라 상품에 관한 중요한 사항을 설명 받으실 수 있습니다.
- Hey Young(헤이영) 머니박스는 비대면 전용상품으로 실물통장이 교부되지 않습니다..
- 연결 계좌의 해지는 Hey Young(헤이영) 머니박스를 먼저 해지한 후 가능합니다.
- Hey Young(헤이영) 머니박스에 카드 결제, 공과금 결제 등 결제성 계좌이체 및 자동이체 등록이 불가합니다.
- Hey Young(헤이영) 머니박스에서 다른 통장으로의 전환 및 다른 통장에서 Hey Young(헤이영) 머니박스 전환은 불가합니다.
본 상품에 대한 문의사항 또는 민원 상담이 필요하시면 영업점, 고객센터(1577-8000) 또는 인터넷 홈페이지(www.shinhan.com)을 통해 문의 주시기 바랍니다.
또한 요청이 있는 경우 민원처리진행상황을 안내 받으실 수 있습니다. 또한 금융소비자는 본 상품에 대하여 당 은행과 분쟁이 있는 경우에는 금융소비자보호법에 따라 금융감독원(국번없이 1332) 또는 e-금융민원센터(https://www.fcsc.kr)에 분쟁조정을 신청할 수 있습니다.",1,,* 나이 : 2.0% [예금주가 만 18세이상 만 29세 이하에 해당],,,,,,,,,,,,,,,2.0%,,,,,
104,예가람저축은행,E-RUN파킹통장(예스뱅킹),,0.02,,,0.02,,,제한없음,"매 분기(3,6,9,12월)의 세번째 토요일까지 계산된 이자를 다음 날에 원금 가산.",,,,만 19세 이상 개인 (내국인),온라인,,"계약 체결 전 상품설명서 및 약관을 확인하시기 바랍니다.
해당 상품에 대해 충분한 사전 설명을 받을 권리가 있으며, 설명을 이해한 후 거래하시기 바랍니다.
계좌에 압류, 가압류, 질권설정 등이 등록될 경우 원금 및 이자 지급 제한됩니다.
해당 상품은 1인 1계좌 개설만 가능합니다.
해당 상품 해지 및 한도제한계좌해제요청, 이체한도 증액은 SB톡톡플러스 APP을 통해 할 수 있습니다.
비대면계좌개설을 위한 조건 충족시에만 가입가능.",3,,우대사항없음,,,,,,,,,,,,,,,,,,,,
105,전북은행,JB MY금고,,0.02,,,0.02,,,10000만원이하,"이자는 매년 3월, 6월, 9월, 12월의 제4금요일(기준일)에 셈하여 그 기준일에 이은 익일에 원금에 가산",,,,실명의 개인(1인 1계좌),온라인,,"￭ 이 예금은 연결계좌를 통한 입출금만 가능하며, 이외의 입출금(급여이체, 카드결제, 자동이체, 현금출금 등)은 모두 제한됩니다.
￭ 연결계좌 해지는 이 예금을 먼저 해지한 후 가능합니다.
￭ 이 예금 해지 시 원금 및 이자는 연결계좌로 이체 처리됩니다.
￭ 이 예금은 명의변경 및 공동명의 예금으로 가입이 불가합니다.
￭ 이 예금에서 다른 예금으로 전환 불가합니다.
￭ 이 예금은 비대면 전용 상품으로, 실물통장을 발급하지 않습니다.
￭ 이 상품은 전북은행 상품개발부에서 개발 및 마케팅추진부에서 관리하는 상품입니다. 본 상품에 대한 문의사항 또는 민원 상담이 필요하시면 영업점, 고객센터(1588-4477) 또는 인터넷 홈페이지(www.jbbank.co.kr)을 통해 문의주시기 바랍니다. 또한 본 상품에 대하여 당 은행과 분쟁이있는 경우에는 금융소비자보호법에 따라 금융감독원 민원상담센터(국번없이 1332) 또는 e-금융민원센터(https://www.fcsc.kr)에 분쟁조정을 신청할 수 있습니다.",2,,우대사항없음,,,,,,,,,,,,,,,,,,,,
106,예가람저축은행,RUN파킹통장(대면/개인),,0.02,,,0.02,,,제한없음,"매 분기(3,6,9,12월)의 세번째 토요일까지 계산된 이자를 다음날에 원금에 가산",,,,만 19세 이상 개인 1인 1계좌 (비거주 외국인 외 제한없음),영업점,,"• 계약 체결 전 상품설명서 및 약관을 확인하시기 바랍니다.
• 해당 상품에 대해 충분한 사전 설명을 받을 권리가 있으며, 설명을 이해한 후 거래하시기 바랍니다.
• 계좌에 압류, 가압류, 질권설정 등이 등록될 경우 원금 및 이자 지급 제한됩니다.
• 해당 상품은 1인 1계좌 개설만 가능합니다.",3,,우대사항없음,,,,,,,,,,,,,,,,,,,,
107,예가람저축은행,RUN파킹통장(대면/개인사업자),,0.02,,,0.02,,,제한없음,"매 분기(3,6,9,12월)의 세번째 토요일까지 계산된 이자를 다음 날에 원금 가산",,,,사업자등록증을 소지하고 정상운영중인 개인사업자(1인 1계좌만 개설 가능),영업점,,"• 계약 체결 전 상품설명서 및 약관을 확인하시기 바랍니다.
• 해당 상품에 대해 충분한 사전 설명을 받을 권리가 있으며, 설명을 이해한 후 거래하시기 바랍니다.
• 계좌에 압류, 가압류, 질권설정 등이 등록될 경우 원금 및 이자 지급 제한됩니다.
• 해당 상품은 1인 1계좌 개설만 가능합니다.",3,,우대사항없음,,,,,,,,,,,,,,,,,,,,
108,페퍼저축은행,수퍼저축예금,,0.02,,,0.02,,,제한없음,"매 분기 마지막월(3,6,9,12월)의 세번째 토요일까지 계산된 이자를 다음 날에 원금 가산",,,,개인고객에 한정,상관없음,,,5,,우대사항없음,,,,,,,,,,,,,,,,,,,,
109,카카오뱅크,카카오뱅크 세이프박스,,0.02,,,0.02,,,10000만원이하,"직전 이자지급일부터 이자지급일 전날까지 합산한 이자를 이자지급일에 지급
※ 이자지급일 : 매월 네번째 금요일의 다음날 또는 고객이 이자지급을 요청한 날",,,,카카오뱅크 입출금통장 또는 개인사업자통장을 보유한 실명의 개인 (연결된 계좌당 1개씩만 개설 가능),온라인,,"• 이 통장은 양도 및 담보제공이 불가합니다.
• 이 통장은 양도에 의한 명의변경은 불가하나, 상속에 의한 명의변경은 가능합니다. 다만, 상속에 의한 명의변경은 상속인이 카카오뱅크의 계좌를 보유한 경우에 한하여 가능합니다.
• 이 통장을 해지하는 경우 원금 및 결산이자는 연결된 카카오뱅크 입출금이자유로운예금으로 이체 처리됩니다.
• 본 상품은 카카오뱅크 홈캠프에서 개발 및 관리하는 상품입니다. 본 상품에 대해 문의사항 또는 민원 상담이 필요한 경우 고객센터(☎1599-3333) 또는 인터넷홈페이지(www.kakaobank.com)를 통해 문의해주시기 바랍니다. 또한 본 상품과 대해 분쟁이 발생한 경우에는 금융감독원(국번없이 1332) 또는 e-금융민원센터 (https://www.fcsc.kr)등에 도움을 요청할 수 있습니다.",1,,우대사항없음,,,,,,,,,,,,,,,,,,,,
110,토스뱅크,토스뱅크 통장,,0.02,,,0.02,,,5000만원이하,매월 1일 또는 고객이 앱에서 이자 지급 요청 시에 이자계산방법에 의해 계산된 이자를 지급합니다.,,,,만 17세 이상의 실명의 개인(1인 1계좌),온라인,,"• 이 설명서는「금융소비자보호에관한법률」 및 토스뱅크의 내부통제 기준에 따른 절차를 거쳐 금융상품에 관한 중요한 사항을 이해하기 쉽도록 설명하기 위해 제공되는 자료로서, 이후 가입금액, 계약기간 등 변경에 의하여 일부 내용이 달라질 수 있습니다.
• 이 통장은 양도 및 담보제공이 불가합니다.
• 이 통장은 양도에 의한 명의변경이 불가하며, 상속에 의한 명의변경은 가능합니다.
• 이 통장의 해지는 자동이체, 카드 결제계좌 등 결제성 거래가 모두 해지 되고, 이 통장의 실명 확인을 근거로 개설된 상품이 모두 해지된 경우에 한하여 해지가 가능합니다.
• 이 상품은 토스뱅크 디파짓스쿼드에서 개발한 상품입니다. 상품 가입 후의 문사항 또는 불만(민원)이 있을 경우 고객센터(1661-7654), 또는 인터넷홈페이지(tossbank.com)에 문의 주시기 바랍니다. 은행에 접수된 민원은 특별한 사정이 없는 한 14영업일 이내에 처리함을 원칙으로 하되, 기한 연장 시 이에 대해 안내 드리도록 하겠습니다. 요청이 있는 경우 민원 처리 진행 상황을 안내 받으실 수 있습니다. 또한 금융소비자는 본 상품에 대하여 당 은행과 분쟁이 있는 경우에는 금융소비자보호법에 따라 금융감독원(국번없이1332)에 분쟁 조정을 신청할 수 있습니다.",4,,우대사항없음,,,,,,,,,,,,,,,,,,,,
111,토스뱅크,토스뱅크 통장,,0.02,,,0.02,,,5000만원초과,매월 1일 또는 고객이 앱에서 이자 지급 요청 시에 이자계산방법에 의해 계산된 이자를 지급합니다.,,,,만 17세 이상의 실명의 개인(1인 1계좌),온라인,,"• 이 설명서는「금융소비자보호에관한법률」 및 토스뱅크의 내부통제 기준에 따른 절차를 거쳐 금융상품에 관한 중요한 사항을 이해하기 쉽도록 설명하기 위해 제공되는 자료로서, 이후 가입금액, 계약기간 등 변경에 의하여 일부 내용이 달라질 수 있습니다.
• 이 통장은 양도 및 담보제공이 불가합니다.
• 이 통장은 양도에 의한 명의변경이 불가하며, 상속에 의한 명의변경은 가능합니다.
• 이 통장의 해지는 자동이체, 카드 결제계좌 등 결제성 거래가 모두 해지 되고, 이 통장의 실명 확인을 근거로 개설된 상품이 모두 해지된 경우에 한하여 해지가 가능합니다.
• 이 상품은 토스뱅크 디파짓스쿼드에서 개발한 상품입니다. 상품 가입 후의 문사항 또는 불만(민원)이 있을 경우 고객센터(1661-7654), 또는 인터넷홈페이지(tossbank.com)에 문의 주시기 바랍니다. 은행에 접수된 민원은 특별한 사정이 없는 한 14영업일 이내에 처리함을 원칙으로 하되, 기한 연장 시 이에 대해 안내 드리도록 하겠습니다. 요청이 있는 경우 민원 처리 진행 상황을 안내 받으실 수 있습니다. 또한 금융소비자는 본 상품에 대하여 당 은행과 분쟁이 있는 경우에는 금융소비자보호법에 따라 금융감독원(국번없이1332)에 분쟁 조정을 신청할 수 있습니다.",4,,우대사항없음,,,,,,,,,,,,,,,,,,,,
112,NH저축은행,NH행복플러스 보통예금,,0.02,,,0.02,,,10000만원이하,"매분기 마지막 월(3,6,9,12월) 셋째주 금요일
보통예금 신규일 또는 직전 이자지급일부터 이자지급일 전일까지의 기간을 이자계산 기간으로 하고, 기간중 매일 최종 예금잔액에 영업점에 고시한 이율을 곱하여 원금에 가산(휴일인 경우 전영업일에 처리)",,,,제한없음,상관없음,,"■ 본 설명서는 관련 법령 및 내부통제기준에 따른 절차를 거쳐서 제공됩니다.
■ 계약 체결 전 상품설명서 및 약관을 반드시 확인하시기 바랍니다.
■ 본 설명서는 「금융소비자 보호에 관한 법률」 제 19조 제1항, 동 법 시행령 제 14조 제1항, 제3항에 따라 금융상품에 관한 중요한 사항을 이해하기 쉽도록 설명하기 위해 설명을 하기 전에 제공되는 자료로써, 상담일 이후 가입금액 등 변경에 의하여 일부 내용이 달라질 수있습니다.
■ 「금융소비자 보호에 관한 법률」 제19조 제1항에 따라 해당 상품에 대해 충분한 사전 설명을 받을 권리가 있으며, 설명을 이해한 후 거래하시기 바랍니다.
■ 본 상품의 금리는 변동 될 수 있으며, 변동시 영업점 및 인터넷 홈페이지에 고시됩니다.
■ 본 상품 가입시 금융감독원의 금융사기 피해 예방의 일환으로 금융거래목적 확인을 위한 증빙서류 제출이 필요할 수 있으며, 개설 목적 등 검토 후 가입제한 될 수 있습니다.",2,,우대사항없음,,,,,,,,,,,,,,,,,,,,
113,NH저축은행,NH행복플러스 보통예금,,0.013,,,0.02,,,10000만원초과~100000만원이하,"매분기 마지막 월(3,6,9,12월) 셋째주 금요일
보통예금 신규일 또는 직전 이자지급일부터 이자지급일 전일까지의 기간을 이자계산 기간으로 하고, 기간중 매일 최종 예금잔액에 영업점에 고시한 이율을 곱하여 원금에 가산(휴일인 경우 전영업일에 처리)",,,,제한없음,상관없음,,"■ 본 설명서는 관련 법령 및 내부통제기준에 따른 절차를 거쳐서 제공됩니다.
■ 계약 체결 전 상품설명서 및 약관을 반드시 확인하시기 바랍니다.
■ 본 설명서는 「금융소비자 보호에 관한 법률」 제 19조 제1항, 동 법 시행령 제 14조 제1항, 제3항에 따라 금융상품에 관한 중요한 사항을 이해하기 쉽도록 설명하기 위해 설명을 하기 전에 제공되는 자료로써, 상담일 이후 가입금액 등 변경에 의하여 일부 내용이 달라질 수있습니다.
■ 「금융소비자 보호에 관한 법률」 제19조 제1항에 따라 해당 상품에 대해 충분한 사전 설명을 받을 권리가 있으며, 설명을 이해한 후 거래하시기 바랍니다.
■ 본 상품의 금리는 변동 될 수 있으며, 변동시 영업점 및 인터넷 홈페이지에 고시됩니다.
■ 본 상품 가입시 금융감독원의 금융사기 피해 예방의 일환으로 금융거래목적 확인을 위한 증빙서류 제출이 필요할 수 있으며, 개설 목적 등 검토 후 가입제한 될 수 있습니다.",2,,우대사항없음,,,,,,,,,,,,,,,,,,,,
114,NH저축은행,NH행복플러스 보통예금,,0.002,,,0.02,,,100000만원초과,"매분기 마지막 월(3,6,9,12월) 셋째주 금요일
보통예금 신규일 또는 직전 이자지급일부터 이자지급일 전일까지의 기간을 이자계산 기간으로 하고, 기간중 매일 최종 예금잔액에 영업점에 고시한 이율을 곱하여 원금에 가산(휴일인 경우 전영업일에 처리)",,,,제한없음,상관없음,,"■ 본 설명서는 관련 법령 및 내부통제기준에 따른 절차를 거쳐서 제공됩니다.
■ 계약 체결 전 상품설명서 및 약관을 반드시 확인하시기 바랍니다.
■ 본 설명서는 「금융소비자 보호에 관한 법률」 제 19조 제1항, 동 법 시행령 제 14조 제1항, 제3항에 따라 금융상품에 관한 중요한 사항을 이해하기 쉽도록 설명하기 위해 설명을 하기 전에 제공되는 자료로써, 상담일 이후 가입금액 등 변경에 의하여 일부 내용이 달라질 수있습니다.
■ 「금융소비자 보호에 관한 법률」 제19조 제1항에 따라 해당 상품에 대해 충분한 사전 설명을 받을 권리가 있으며, 설명을 이해한 후 거래하시기 바랍니다.
■ 본 상품의 금리는 변동 될 수 있으며, 변동시 영업점 및 인터넷 홈페이지에 고시됩니다.
■ 본 상품 가입시 금융감독원의 금융사기 피해 예방의 일환으로 금융거래목적 확인을 위한 증빙서류 제출이 필요할 수 있으며, 개설 목적 등 검토 후 가입제한 될 수 있습니다.",2,,우대사항없음,,,,,,,,,,,,,,,,,,,,
115,NH농협은행,NH All100플랜통장,,0.001,,,0.02,,,100만원이하,"매년 3월, 6월, 9월, 12월의 넷째 토요일(공휴일인 경우 직전 영업일)에 결산하여 다음날 입금",,,"연금, 카드사용",개인(1인 1계좌),영업점,,"￭ 상품내용 및 서비스는 시장 상황 등에 따라 변경 가능하며, 변경 시 인터넷 홈페이지 등에 공시합니다.
￭ 본 상품에 대한 문의사항이나 민원상담이 필요하시면 영업점, 고객행복센터(1661-3000, 1522-3000) 또는 인터넷 홈페이지(https://banking.nonghyup.com)를 통해 문의주시기 바랍니다. 또한 본 상품에 대하여 당 은행과 분쟁이 있는 경우에는 금융소비자보호법에 따라 금융감독원 민원상담 센터(국번없이 1332) 또는 e-금융민원센터(https://www.fcsc.kr)에 분쟁조정을 신청할 수 있습니다. (상품개발부서 : 마케팅지원부)",1,,"* 기타 : 1.4% [이 통장으로 연금(공적연금, 농협은행 연금상품) 입금실적이 있는 경우, 일별 잔액 100만원 이하 금액에만 적용]
* 카드실적 : 0.5% [기타조건 만족하고, 농협은행 NH농협카드(채움)를 사용하여 30만원 이상 이 통장으로 결제실적이 있는 경우(가족카드 포함, 현금서비스 제외), 일별 잔액 100만원 이하 금액에만 적용]",,,,0.5%,,,,,,,,,,1.4%,,,,,,
116,NH농협은행,NH All100플랜통장,,0.001,,,0.02,,,100만원초과,"매년 3월, 6월, 9월, 12월의 넷째 토요일(공휴일인 경우 직전 영업일)에 결산하여 다음날 입금",,,"연금, 카드사용",개인(1인 1계좌),영업점,,"￭ 상품내용 및 서비스는 시장 상황 등에 따라 변경 가능하며, 변경 시 인터넷 홈페이지 등에 공시합니다.
￭ 본 상품에 대한 문의사항이나 민원상담이 필요하시면 영업점, 고객행복센터(1661-3000, 1522-3000) 또는 인터넷 홈페이지(https://banking.nonghyup.com)를 통해 문의주시기 바랍니다. 또한 본 상품에 대하여 당 은행과 분쟁이 있는 경우에는 금융소비자보호법에 따라 금융감독원 민원상담 센터(국번없이 1332) 또는 e-금융민원센터(https://www.fcsc.kr)에 분쟁조정을 신청할 수 있습니다. (상품개발부서 : 마케팅지원부)",1,,우대사항없음,,,,,,,,,,,,,,,,,,,,
117,NH농협은행,NH주거래우대통장,,0.001,,,0.02,,,100만원이하,"매년 3월, 6월, 9월, 12월의 넷째 토요일(공휴일인 경우 직전 영업일)에 결산하여 다음날 입금(매일 최종잔액에 대하여 기본금리를 적용하여 계산)",,,"급여연동, 카드사용",개인(1인 1계좌),상관없음,,"￭ 상품내용 및 서비스는 시장 상황 등에 따라 변경 가능하며, 변경 시 인터넷 홈페이지 등에 공시합니다.
￭ 이 예금은 샐러리맨특급통장, 채움샐러리맨우대통장, 공직자우대통장, 플러스공직자우대통장, 채움공직자우대통장과 중복가입이 불가합니다.
￭ 본 상품에 대한 문의사항이나 민원상담이 필요하시면 영업점, 고객행복센터(1661-3000, 1522-3000) 또는 인터넷 홈페이지(http://banking.nonghyup.com)를 통해 문의주시기 바랍니다. 또한 본 상품에 대하여 당 은행과 분쟁이 있는 경우에는 금융소비자보호법에 따라 금융감독원 민원상담 센터(국번없이 1332) 또는 e-금융민원센터(https://www.fcsc.kr)에 분쟁조정을 신청할 수 있습니다. (상품개발부서 : 마케팅지원부)",1,,"* 급여이체 : 1.9% [이 예금에 해당 월 50만원 이상의 급여이체 실적(급여의 인정기준은 농협은행 하나로가족고객제도에서 정하는 「급여이체 기준」 준용), 일별 잔액 100만원 이하에만 적용, 결산일이 속한 달(3월, 6월, 9월, 12월)의 전월부터 과거 3개월 동안 위의 우대조건 중 3개 이상 충족한 월이 2개월 이상인 경우, 모든 우대조건은 중복 불가]
* 카드실적 : 1.9% [이 예금에 NH농협은행 개인신용/체크카드(채움) 결제실적 월 20만원 이상, 일별 잔액 100만원 이하에만 적용, 결산일이 속한 달(3월, 6월, 9월, 12월)의 전월부터 과거 3개월 동안 위의 우대조건 중 3개 이상 충족한 월이 2개월 이상인 경우, 모든 우대조건은 중복 불가]
* 자동이체 : 1.9% [이 예금에서 납부자(타행)자동이체 또는 출금이체(자동납부)로 3건 이상 출금(계좌간 자동이체(당행이체)를 제외한 농협 외부기관의 요청에 의해 출금되는 타사 카드대금(농협카드 및 농협BC카드 제외), 통신요금, 보험료, 공과금 등에 대해 지로, CMS에 의한 자동납부 및 펌뱅킹, 펌뱅킹플러스, 아파트뱅킹 자동이체를 의미하며 실시간 이체는 제외), 일별 잔액 100만원 이하에만 적용, 결산일이 속한 달(3월, 6월, 9월, 12월)의 전월부터 과거 3개월 동안 위의 우대조건 중 3개 이상 충족한 월이 2개월 이상인 경우, 모든 우대조건은 중복 불가]
* 해당은행 : 1.9% [농협은행 적립식예금에 해당 월 10만원 이상 불입실적 있는 고객, 일별 잔액 100만원 이하에만 적용, 결산일이 속한 달(3월, 6월, 9월, 12월)의 전월부터 과거 3개월 동안 위의 우대조건 중 3개 이상 충족한 월이 2개월 이상인 경우, 모든 우대조건은 중복 불가]",1.9%,,1.9%,1.9%,,,,,1.9%,,,,,,,,,,,
