financial_company,product_name,saving_method,interest_rate_before_tax,interest_rate_after_tax,example_interest_after_tax,highest_preferential_rate,actual_interest_rate,interest_calculation_method,period,comparison_announcement_date,contact_department_and_number,preferential_conditions,eligible_customers,subscription_method,post_maturity_interest_rate,additional_notes,rating,cluster_number,preferential_conditions_summary,salary_transfer,marketing_consent,automatic_transfer,card_performance,first_transaction,housing_subscription,non_face_to_face,branch,specific_bank,transfer_count,maturity,variable_interest_rate,event,others,age,environment,newlywed,pet_owner,office_worker,travel
케이비저축은행,KB일반정기적금,자유적립식,3.00%,2.54%,-,3.10%,,복리,12개월,2023-04-14,영업추진부 0221468265,- 인터넷뱅킹 신규가입하여 출금계좌를 등록한 후 당일 창구 신규시 우대금리 연 0.1%p적용. 단 신규가입일 포함 14일 이내 타기관 공인인증서 미등록시 우대금리 적용해제,제한없음,영업점,"- 1개월이내 : 신규가입일 당시 약정이율과 만기일 현재 고시이율 중 낮은 이율
- 1개월초과 : 보통예금이율","- 12~36개월
- 가입금액: 1만원이상",4,,* 비대면 : 0.1% [인터넷 뱅킹 신규가입으로 출금계좌를 등록한 후 당일 창구 신규시 우대금리],NA,NA,NA,NA,NA,NA,0.1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
케이비저축은행,KB일반정기적금,정액적립식,3.00%,2.54%,16497,3.10%,,단리,12개월,2023-04-14,영업추진부 0221468265,- 인터넷뱅킹 신규가입하여 출금계좌를 등록한 후 당일 창구 신규시 우대금리 연 0.1%p적용. 단 신규가입일 포함 14일 이내 타기관 공인인증서 미등록시 우대금리 적용해제,제한없음,영업점,"- 1개월이내 : 신규가입일 당시 약정이율과 만기일 현재 고시이율 중 낮은 이율
- 1개월초과 : 보통예금이율","- 12~36개월
- 가입금액: 1만원이상",4,,* 비대면 : 0.1% [인터넷 뱅킹 신규가입으로 출금계좌를 등록한 후 당일 창구 신규시 우대금리],NA,NA,NA,NA,NA,NA,0.1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
에스비아이저축은행,복리자유적금(사이다),자유적립식,3.00%,2.54%,-,3.70%,,복리,12개월,2023-10-26,고객문의 1566-2210 사이다 상품 전용 고객문의 1644-5277 (공시)리테일마케팅팀,- 만기우대금리 : 연0.35%(6개월 이상~12개월 미만) 연0.70%(12개월 이상~24개월 미만) 연0.40%(24개월) - 자동연장 재예치 우대금리 : 0.1%,만17세이상,온라인,"- 만기 후 1개월 이하: 약정금리

- 만기 후 1개월 초과: 연0.2%",없음,2,,"* 만기 : 0.7% [만기우대금리]
* 해당은행 : 0.1% [자동연장 재예치 우대금리]",NA,NA,NA,NA,NA,NA,NA,NA,0.1%,NA,0.7%,NA,NA,NA,NA,NA,NA,NA,NA,NA
수협은행,헤이(Hey)적금(자유적립식),자유적립식,2.90%,2.45%,-,3.80%,,단리,12개월,2023-10-20,개인금융부(수신) 1588-1515 개인금융부(여신) 1588-1515,* 최대우대금리:0.9% 1. 마케팅동의 : 0.1% (신규시) 2. 자동이체 납입 : 0.5% (만기시) 3. 예·적금 신규고객 : 0.3% (신규시) 4. 예·적금 만기후 1개월 이내 재가입고객 : 0.3%(신규시) ※단위:연%p,실명의 개인,온라인,"* 만기후 1년 이내
 - 만기당시 상호부금
계약기간별 기본금리 1/2
* 만기후 1년 초과
 - 만기당시 보통예금 기본금리","*1인 1계좌
*월 가입한도 : 50만원
*스마트폰 전용",2,,"* 마케팅동의 : 0.1% [신규시]
* 자동이체 : 0.5% 
* 최초거래 : 0.3% [예적금 신규고객]
* 해당은행 : 0.3% [신규시 예적금 만기 후 1개월이내 재가입고객]",NA,0.1%,0.5%,NA,0.3%,NA,NA,NA,0.3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
수협은행,헤이(Hey)적금(정액적립식),정액적립식,2.90%,2.45%,15947,3.80%,,단리,12개월,2023-10-20,개인금융부(수신) 1588-1515 개인금융부(여신) 1588-1515,* 최대우대금리:0.9% 1. 마케팅동의 : 0.1% (신규시) 2. 자동이체 납입 : 0.5% (만기시) 3. 예·적금 신규고객 : 0.3% (신규시) 4. 예·적금 만기후 1개월 이내 재가입고객 : 0.3%(신규시) ※단위:연%p,실명의 개인,온라인,"* 만기후 1년 이내
 - 만기당시 정기적금 
계약기간별 기본금리 1/2
* 만기후 1년 초과
 - 만기당시 보통예금 기본금리","*1인 1계좌
*월 가입한도 : 50만원
*스마트폰 전용",2,,"* 마케팅동의 : 0.1% [신규시]
* 자동이체 : 0.5% 
* 최초거래 : 0.3% [예적금 신규고객]
* 해당은행 : 0.3% [신규시 예적금 만기 후 1개월이내 재가입고객]",NA,0.1%,0.5%,NA,0.3%,NA,NA,NA,0.3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
엔에이치저축은행,NH 친환경 행복플러스 정기적금,정액적립식,2.90%,2.45%,15947,3.00%,,단리,12개월,2023-11-07,고객문의 1588-5191 (공시)기획총무부,마케팅 상품서비스 안내(문자 포함 채널 1개 이상) 동의시 0.1%,-친환경 자동차를 보유한 실명의 만 19세 이상 개인,온라인,"-1개월 이내: 지급 전일까지 해당 계좌의 약정금리와 기간별 적용금리 중 낮은 금리
-1개월 초과: 지급일 당시 보통예금 이율","-가입금액: 월불입금 1만원 이상
-가입기간: 12개월 24개월
-1인 1계좌 한정",2,,* 마케팅동의 : 0.1% [마케팅 상품서비스 안내(문자 포함 채널 1개 이상) 동의시],NA,0.1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
웰컴저축은행,WELCOME 체크플러스2 e정기적금,정액적립식,2.90%,2.45%,15947,5.10%,,단리,12개월,2022-11-22,예적금문의 16619400 대출문의 16610001 공시담당 : 디지털금융기획팀,- 체크카드 월평균 이용실적(10만원~30만원미만) : 1.4% - 체크카드 월평균 이용실적(30만원~50만원미만) : 1.8% - 체크카드 월평균 이용실적(50만원이상) : 2.2% ※ 단위는 연%p ※ 체크카드는 당행 계좌를 결제계좌로 등록한 SB HI 체크카드 및 웰뱅 코나카드를 의미함,제한없음,온라인,"*만기 후 1개월 이하 : 이 예금의 가입 당시 약정금리나 만기시점의 동일 상품 동일 계약기간의 신규약정금리 중 낮은 금리를 적용 
*만기 후 1개월 초과 : 연 0.1% ※ 만기시점의 동일 상품 동일 계약기간이 없을 경우 가입 당시의 약정금리를 적용",1인당 가입한도 월 50만원 (1인 1계좌),2,,* 카드실적 : 1.4% [10~ 30만원 1.4% 30~50만원 1.8% 50만원이상 2.2% (SB HI 체크카드 및 웰뱅 코나카드를 의미)],NA,NA,NA,1.4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
웰컴저축은행,WELCOME 체크플러스2 m정기적금,정액적립식,2.90%,2.45%,15947,5.10%,,단리,12개월,2022-11-22,예적금문의 16619400 대출문의 16610001 공시담당 : 디지털금융기획팀,- 체크카드 월평균 이용실적(10만원~30만원미만) : 1.4% - 체크카드 월평균 이용실적(30만원~50만원미만) : 1.8% - 체크카드 월평균 이용실적(50만원이상) : 2.2% ※ 단위는 연%p ※ 체크카드는 당행 계좌를 결제계좌로 등록한 SB HI 체크카드 및 웰뱅 코나카드를 의미함,제한없음,온라인,"*만기 후 1개월 이하 : 이 예금의 가입 당시 약정금리나 만기시점의 동일 상품 동일 계약기간의 신규약정금리 중 낮은 금리를 적용 
*만기 후 1개월 초과 : 연 0.1% ※ 만기시점의 동일 상품 동일 계약기간이 없을 경우 가입 당시의 약정금리를 적용",1인당 가입한도 월 50만원 (1인 1계좌),2,,* 카드실적 : 1.4% [10~ 30만원 1.4% 30~50만원 1.8% 50만원이상 2.2% (SB HI 체크카드 및 웰뱅 코나카드를 의미)],NA,NA,NA,1.4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
한화저축은행,라이프플러스 정기적금(10만원),정액적립식,2.90%,2.45%,15947,2.90%,,단리,12개월,2023-11-01,재무관리팀 0326575000,적금가입 후 캐롯손해보험 자동차보험 가입 필수,적금가입 후 캐롯손해보험 자동차보험 가입 필수,온라인,"- 만기 후 1개월 이하: 만기일 현재 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",없음,3,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
한화저축은행,e뱅킹정기적금(10만원),정액적립식,2.90%,2.45%,15947,2.90%,,단리,12개월,2023-11-01,재무관리팀 0326575000,-,인터넷뱅킹 스마트폰뱅킹 전용,온라인,"- 만기 후 1개월 이하: 만기일 현재 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",없음,3,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
한화저축은행,e뱅킹정기적금,자유적립식,2.85%,2.41%,-,2.85%,,단리,12개월,2023-11-01,재무관리팀 0326575000,-,인터넷뱅킹 스마트폰뱅킹 전용,온라인,"- 만기 후 1개월 이하: 만기일 현재 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",없음,3,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
웰컴저축은행,WELCOME 잔돈모아올림적금,자유적립식,2.80%,2.37%,-,2.80%,,단리,12개월,2022-09-27,예적금문의 16619400 대출문의 16610001 공시담당 : 디지털금융기획팀,①만기 시 총 불입금 1백만원 이상 ②당행 잔돈적립 타행 잔돈적립 각 4회이상(잔돈적립서비스를 통한 잔돈적립을 의미하며 동일월 수회 이용시에도 1회납입으로 인정) ※만기올림서비스 : 만기 해지시 세후 원리금을 만원단위로 올려주는 서비스(①② 모두 충족시 제공) ※잔돈적립서비스 : 사전에 지정한 본인명의 입출금계좌의 잔돈을 적금으로 적립하는 서비스,제한없음,온라인,"*만기 후 1개월 이하 : 이 예금의 가입 당시 약정금리나 만기시점의 동일 상품 동일 계약기간의 신규약정금리 중 낮은 금리를 적용
*만기 후 1개월 초과 : 연 0.1% ※ 만기시점의 동일 상품 동일 계약기간이 없을 경우 가입 당시의 약정금리를 적용",타행 잔돈적립을 위한 연결계좌는 당행 오픈뱅킹에 등록된 타행 입출금 계좌 최대 3개 설정 가능합니다. 1회차 납입금액은 제한이 없으나 2회차 이후 납입금액은 매월 초일부터 말일까지의 입금합계액이 가입한도의 10%를 초과할 수 없습니다. (월 최대 불입액 : 50만원),2,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
웰컴저축은행,WELCOME 체크플러스2 정기적금,정액적립식,2.80%,2.37%,15397,5.00%,,단리,12개월,2022-11-22,예적금문의 16619400 대출문의 16610001 공시담당 : 디지털금융기획팀,- 체크카드 월평균 이용실적(10만원~30만원미만) : 1.4% - 체크카드 월평균 이용실적(30만원~50만원미만) : 1.8% - 체크카드 월평균 이용실적(50만원이상) : 2.2% ※ 단위는 연%p ※ 체크카드는 당행 계좌를 결제계좌로 등록한 SB HI 체크카드 및 웰뱅 코나카드를 의미함,제한없음,영업점,"*만기 후 1개월 이하 : 이 예금의 가입 당시 약정금리나 만기시점의 동일 상품 동일 계약기간의 신규약정금리 중 낮은 금리를 적용 
*만기 후 1개월 초과 : 연 0.1% ※ 만기시점의 동일 상품 동일 계약기간이 없을 경우 가입 당시의 약정금리를 적용",1인당 가입한도 월 50만원 (1인 1계좌),2,,* 카드실적 : 1.4% [10~ 30만원 1.4% 30~50만원 1.8% 50만원이상 2.2% (SB HI 체크카드 및 웰뱅 코나카드를 의미)],NA,NA,NA,1.4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
한화저축은행,한화가족사랑정기적금,자유적립식,2.80%,2.37%,-,2.80%,,단리,12개월,2023-11-01,재무관리팀 0326575000,-,없음,영업점,"- 만기 후 1개월 이하: 만기일 현재 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",없음,3,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
국민은행,KB국민프리미엄적금(정액),정액적립식,2.75%,2.33%,15122,3.65%,,단리,12개월,2023-10-20,(예금)수신상품부(P) 02-1588-9999 (대출)개인여신부(P) 02-1588-9999,① 단체가입/나라사랑/쿠폰 우대이율: 1년: 연 0.6%p 2년: 연 0.7%p 3년: 연 0.9%p 5년: 연 1.0%p (중복적용되지 않음 계약기간별차등적용) ② 교차거래 우대이율: 연 0.3%p,실명의 개인,모두가능,"- 1개월 이내 : 기본이율 X 50%
- 1개월 초과  ~ 3개월 이내 : 기본이율 X 30%
- 3개월 초과 : 0.1%",1인 1계좌,1,,* 기타 : 0.6% [단체가입/나라사랑/쿠폰 우대이율],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6%,NA,NA,NA,NA,NA,NA
대신저축은행,정기적금,자유적립식,2.75%,2.33%,-,2.75%,,단리,12개월,2023-07-03,경영지원부 1644-5600,없음,모든고객,모두가능,"* 만기후 1개월이내: 당초 약정이율과 만기시점 해당상품 신규 약정이율 중 낮은이율
* 만기후 1개월초과: 만기시점 보통예금 이율 (현재 0.1%)",없음,4,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
우리은행,우리SUPER주거래적금,정액적립식,2.75%,2.33%,15122,4.65%,,단리,12개월,2023-10-20,개인고객부 1588-5000 부동산금융부 1588-5000,- 최대 연 1.9%p 우대 1. 신규 시 최대 1.0%p ①첫 거래 고객 : 연 1.0%p 2.거거래기간 실적 충족시 최대 0.9%p ①급여연금이체를 하거나 다이렉트 해외송금 실적: 연 0.5%p ②공과금 자동이체 : 연 0.2%p ③우리카드실적 및 당행 결제계좌 지정 : 연 0.2%p,실명의 개인,모두가능,"만기 후
- 1개월이내 : 만기시점약정이율×50%
- 1개월초과 6개월이내: 만기시점약정이율×30%
- 6개월초과 : 만기시점약정이율×20%

※ 만기시점 약정이율 : 일반정기적금 금리","-거래실적인정기간:신규일이 포함된 달로부터 만기일이 속한 달의 전전달까지
-우대조건 필수 충족기간 : 1년: 6개월 이상 / 2년: 12개월 이상 / 3년 : 18개월 이상",1,,"* 최초거래 : 1.0% [신규 시 최대]
* 급여이체 : 0.5% [급여연금이체를 하거나 다이렉트 해외송금 실적]
* 자동이체 : 0.2% [ 공과금 자동이체]
* 카드실적 : 0.2% [ 우리카드실적 및 당행 결제계좌 지정]",0.5%,NA,0.2%,0.2%,1.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
대백저축은행,꿈나무정기적금,정액적립식,2.70%,2.28%,14847,-,,단리,12개월,2022-05-11,총무부053-742-3301,해당없음,제한없음,온라인,"*1개월이내-약정이율과 현행이율중 낮은이율 
*1개월 초과-보통예금이율(0.2%)",-,5,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
수협은행,Sh평생주거래우대적금,정액적립식,2.60%,2.20%,14297,3.80%,,단리,12개월,2023-10-20,개인금융부(수신) 1588-1515 개인금융부(여신) 1588-1515,*최대우대금리:1.2% 신규시적용금리 -자동이체출금3건이상:0.2% -최초예적금고객/재예치/장기거래각0.05%(최대0.1%) 만기시적용금리:최대0.9% -급여연금이체/수협카드결제각0.3% -공과금이체최대0.3% ※단위:연%p,실명의 개인,영업점,"* 만기후 1년 이내
 - 만기당시 정기적금 
계약기간별 기본금리 1/2
* 만기후 1년 초과
 - 만기당시 보통예금 기본금리","- 1인 1계좌 
- 월 가입한도 : 100만원",2,,"* 급여이체 : 0.3% [급여연금이체/수협카드결제/공과금이체최대 각각 적용가능]
* 최초거래 : 0.05% [최초예적금고객]
* 해당은행 : 0.05% [고객재예치시 혹은 장기거래]
* 자동이체 : 0.2% [자동이체 출금 3건이상 공과금 0.1% 가산]",0.3%,NA,0.2%,NA,0.05%,NA,NA,NA,0.05%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
애큐온저축은행,직장인우대적금,정액적립식,2.60%,2.20%,14297,3.10%,,단리,12개월,2023-05-23,ESG경영팀 0234852434,최대 연0.50% 우대금리적용 ※우대금리 적용조건 ①첫거래고객(가입시점 당행에 적립식 및 거치식예금 미보유고객):연0.2% ②전자금융거래로 이체/신규/만기해지 7회이상(신규가입일~만기일):연 0.1% ③개인정보수집이용동의(마케팅목적):연 0.1% ④인터넷뱅킹으로 정기적금 신규가입하는경우:연0.05% ⑤모바일뱅킹으로 정기적금 신규가입하는경우:연0.10%,만 19세이상 직장인,모두가능,"만기후 1개월 이내 해지 시 : 약정금리(2019.07.01 신규부터 적용)
만기후 1개월 초과 이후 해지 시 : 보통예금이율(2019.07.01 신규부터 적용)","불입금액 : 1만원 이상
1인 1계좌",4,,"* 최초거래 : 0.2% [첫거래고객(가입시점 당행에 적립식 및 거치식예금 미보유고객)]
* 마케팅동의 : 0.1% [개인정보수집이용동의(마케팅목적)]
* 비대면 : 0.05% [모바일시 0.05% 가산 가능]
* 해당은행 : 0.1% [ 전자금융거래로 이체/신규/만기해지 7회이상(신규가입일~만기일)]",NA,0.1%,NA,NA,0.2%,NA,0.05%,NA,0.1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
애큐온저축은행,직장인우대적금,정액적립식,2.60%,2.20%,14394,3.10%,,복리,12개월,2023-05-23,ESG경영팀 0234852434,최대 연0.50% 우대금리적용 ※우대금리 적용조건 ①첫거래고객(가입시점 당행에 적립식 및 거치식예금 미보유고객):연0.2% ②전자금융거래로 이체/신규/만기해지 7회이상(신규가입일~만기일):연 0.1% ③개인정보수집이용동의(마케팅목적):연 0.1% ④인터넷뱅킹으로 정기적금 신규가입하는경우:연0.05% ⑤모바일뱅킹으로 정기적금 신규가입하는경우:연0.10%,만 19세이상 직장인,모두가능,"만기후 1개월 이내 해지 시 : 약정금리(2019.07.01 신규부터 적용)
만기후 1개월 초과 이후 해지 시 : 보통예금이율(2019.07.01 신규부터 적용)","불입금액 : 1만원 이상
1인 1계좌",4,,"* 최초거래 : 0.2% [첫거래고객(가입시점 당행에 적립식 및 거치식예금 미보유고객)]
* 마케팅동의 : 0.1% [개인정보수집이용동의(마케팅목적)]
* 비대면 : 0.05% [모바일시 0.05% 가산 가능]
* 해당은행 : 0.1% [ 전자금융거래로 이체/신규/만기해지 7회이상(신규가입일~만기일)]",NA,0.1%,NA,NA,0.2%,NA,0.05%,NA,0.1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
우리금융저축은행,e-정기적금,정액적립식,2.60%,2.20%,14297,2.60%,,단리,12개월,2022-06-17,고객문의: 1599-0776 (공시) 영업기획부,인터넷/스마트폰뱅킹 가입 시 0.1% 우대,제한없음,온라인,"*만기 후 1개월 이내: 가입 시 약정이율과 만기 시 판매이율 중 낮은금리 적용 
*1개월 초과 시 : 연0.3% 
*2019.07.01. 이후 가입분 부터적용.이전가입분은 연0.3%","*중도해지 시 예치기간에 따라 차등 적용 
■1개월미만: 연0.3% (보통예금이율) 
■1개월이상 3개월미만: 약정이율 x 50% 
■3개월이상 6개월미만: 55% 
■6개월이상 12개월미만: 60% 
■12개월이상: 70% 
단 2019.07.01. 이후 가입분 부터적용. 이전가입분은 3개월미만 연0.5%6개월미만 연1.0% 6개월이상 연1.5%",3,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
조은저축은행,정기적금(서울본점),정액적립식,2.60%,2.20%,14297,2.60%,,단리,12개월,2023-11-02,(재무팀0222600758),*최고우대금리 : 0.1% -자영업자 직장인(증빙서류제출-재직증명서 사업자등록증 명함 사원카드) : 0.1%,제한없음,영업점,"- 1개월이내 해지: 만기시 동일상품 동일계약기간의 신규약정금리
'- 1개월초과 이후 해지: 보통예금 이율",없음,4,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
조은저축은행,정기적금(여수지점),정액적립식,2.60%,2.20%,14297,2.60%,,단리,12개월,2023-11-02,(재무팀0222600758),*최고우대금리 : 0.1% -자영업자 직장인(증빙서류제출-재직증명서 사업자등록증 명함 사원카드) : 0.1%,제한없음,영업점,"- 1개월이내 해지: 만기시 동일상품 동일계약기간의 신규약정금리
'- 1개월초과 이후 해지: 보통예금 이율",없음,4,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
조은저축은행,e-정기적금,정액적립식,2.60%,2.20%,14297,2.60%,,단리,12개월,2023-11-02,(재무팀0222600758),없음,제한없음,온라인,"- 1개월이내 해지: 만기시 동일상품 동일계약기간의 신규약정금리
'- 1개월초과 이후 해지: 보통예금 이율",없음,4,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
한국산업은행,정기적금,정액적립식,2.60%,2.20%,14297,2.60%,,단리,12개월,2023-11-13,(예금)수신기획부 02-787-7410 (개인대출)지역성장지원실 051-640-3372 (기업대출)영업기획부 02-787-6929,해당없음,제한없음,영업점,지급일 현재 고시된 일반정기예금 만기후 이자율 적용,해당없음,2,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
오케이저축은행,OK e-정기적금,정액적립식,2.60%,2.20%,14297,2.60%,,단리,12개월,2022-11-10,경영기획부 02-3704-9856 수신 금리문의 : 1899-7979,없음,제한없음,온라인,"-만기 후 1개월 이하: 약정이율 혹은 만기시점 해당상품 이율 중 낮은 이율 
-만기 후 1개월 초과: 연0.1%","1. 가입금액: 1만원 이상
2. 인터넷뱅킹 모바일뱅킹 전용상품",3,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
우리은행,우리SUPER주거래적금,자유적립식,2.55%,2.16%,-,4.45%,,단리,12개월,2023-10-20,개인고객부 1588-5000 부동산금융부 1588-5000,- 최대 연 1.9%p 우대 1. 신규 시 최대 1.0%p ①첫 거래 고객 : 연 1.0%p 2.거거래기간 실적 충족시 최대 0.9%p ①급여연금이체를 하거나 다이렉트 해외송금 실적: 연 0.5%p ②공과금 자동이체 : 연 0.2%p ③우리카드실적 및 당행 결제계좌 지정 : 연 0.2%p,실명의 개인,모두가능,"만기 후
- 1개월이내 : 만기시점약정이율×50%
- 1개월초과 6개월이내: 만기시점약정이율×30%
- 6개월초과 : 만기시점약정이율×20%

※ 만기시점 약정이율 : 일반정기적금 금리","-거래실적인정기간:신규일이 포함된 달로부터 만기일이 속한 달의 전전달까지
-우대조건 필수 충족기간 : 1년: 6개월 이상 / 2년: 12개월 이상 / 3년 : 18개월 이상",1,,"* 최초거래 : 1.0% [신규 시 최대 첫 거래고객 시 1.0% 가산]
* 카드실적 : 0.9% [ 거거래기간 실적 충족시]
* 급여이체 : 0.5% [급여연금이체를 하거나 다이렉트 해외송금 실적]
* 자동이체 : 0.2% [ 공과금 자동이체]
* 해당은행 : 0.2% [ 우리카드실적 및 당행 결제계좌 지정]",0.5%,NA,0.2%,0.9%,1.0%,NA,NA,NA,0.2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
애큐온저축은행,애큐온다모아자유적금2,자유적립식,2.50%,2.12%,-,5.00%,,단리,12개월,2023-05-09,ESG경영팀 0234852434,가입일 ~ 만기일까지 마케팅 동의 유지 : 1.0% 만기시까지 당행 오픈뱅킹 잔액모으기를 통한 해당 적금불입횟수주) 10회이상 : 1.5% 주)당행 모바일 앱을 통한 다른 금융사 잔액모으기로 해당 애큐온다모아자유적금2 계좌로 직접 불입된 횟수를 의미함,제한없음,온라인,"만기후 1개월 이내 해지 시 : 약정금리

만기후 1개월 초과 이후 해지 시 : 보통예금이율","가입금액 1천원~20만원
오픈뱅킹전용가입상품
1인1계좌(해지후 재가입불가)
애큐온다모아자유적금 가입 이력 있는 경우가입불가",4,,"* 마케팅동의 : 1.0% [가입일~ 만기일 마케팅동의 ]
* 기타 : 1.5% [당행 오픈뱅킹 잔액모으기를 통한 해당 적금불입횟수주) 10회이상]",NA,1.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5%,NA,NA,NA,NA,NA,NA
애큐온저축은행,애큐온다모아자유적금2,자유적립식,2.50%,2.12%,-,5.00%,,복리,12개월,2023-05-09,ESG경영팀 0234852434,가입일 ~ 만기일까지 마케팅 동의 유지 : 1.0% 만기시까지 당행 오픈뱅킹 잔액모으기를 통한 해당 적금불입횟수주) 10회이상 : 1.5% 주)당행 모바일 앱을 통한 다른 금융사 잔액모으기로 해당 애큐온다모아자유적금2 계좌로 직접 불입된 횟수를 의미함,제한없음,온라인,"만기후 1개월 이내 해지 시 : 약정금리

만기후 1개월 초과 이후 해지 시 : 보통예금이율","가입금액 1천원~20만원
오픈뱅킹전용가입상품
1인1계좌(해지후 재가입불가)
애큐온다모아자유적금 가입 이력 있는 경우가입불가",4,,"* 마케팅동의 : 1.0% [가입일~ 만기일 마케팅동의 ]
* 기타 : 1.5% [당행 오픈뱅킹 잔액모으기를 통한 해당 적금불입횟수주) 10회이상]",NA,1.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5%,NA,NA,NA,NA,NA,NA
우리금융저축은행,정기적금,정액적립식,2.50%,2.12%,13748,2.60%,,단리,12개월,2022-06-17,고객문의: 1599-0776 (공시) 영업기획부,인터넷/스마트폰뱅킹 가입 시 0.1% 우대,제한없음,영업점,"*만기 후 1개월 이내: 가입 시 약정이율과 만기 시 판매이율 중 낮은금리 적용 
*1개월 초과 시 : 연0.3% 
*2019.07.01. 이후 가입분 부터적용.이전가입분은 연0.3%","*중도해지 시 예치기간에 따라 차등 적용 
■1개월미만: 연0.3% (보통예금이율) 
■1개월이상 3개월미만: 약정이율 x 50% 
■3개월이상 6개월미만: 55% 
■6개월이상 12개월미만: 60% 
■12개월이상: 70% 
단 2019.07.01. 이후 가입분 부터적용. 이전가입분은 3개월미만 연0.5%6개월미만 연1.0% 6개월이상 연1.5%",3,,* 비대면 : 0.1% [인터넷/ 스마트폰뱅킹],NA,NA,NA,NA,NA,NA,0.1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
제주은행,탐이나요적금,자유적립식,2.50%,2.12%,-,5.20%,,단리,12개월,2023-10-20,영업추진본부 064-720-0287,아래의 우대요건 충족시 최고 2.7%p 추가 우대(만기시 제공) (공통)매월 JBANK로그인 시 0.2% 한 가지라도 수행시 2.5% 제공 ①추천인 코드로 3명 이상 가입시 ②탐나는전 체크카드 월30만원 이상 사용 유지 시 ③탐나는전 선불카드 충전계좌를 당행 입출금계좌로 등록 후 평잔 50만원 이상 유지 시,개인 및 개인사업자,온라인,"- 만기후 1개월 이내 : (일반)정기적금 기본이자율의 50%
(단 최저금리 0.1%)
- 만기후 1개월 초과 3개월 이내 : (일반)정기적금 기본이자율의 25%
(단 최저금리 0.1%)
- 만기후 3개월 초과 : 0.1%",월 납입한도 100만원 이하,1,,"* 카드실적 : 2.5% [추천인 코드 3명이상 가입 또는 당행 입출금계좌 등록 후 평잔 50만원 이상유지 로 대체 가능]
* 해당은행 : 0.2% [매월 JBANK로그인 시]",NA,NA,NA,2.5%,NA,NA,NA,NA,0.2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
